residual sugar,chlorides,quality
1.9,0.064,good
3.3,0.063,good
2.8,0.068,good
2.2,0.074,good
5,0.082,good
2.6,0.092,good
2.3,0.094,good
3.8,0.09,good
2,0.071,good
4.1,0.092,good
2.1,0.093,good
1.8,0.075,good
1.8,0.075,good
1.8,0.075,good
2.1,0.093,good
2.2,0.058,good
2.1,0.052,good
2.3,0.12,good
2.4,0.103,good
2.4,0.104,good
5.9,0.073,good
3.6,0.061,good
1.4,0.066,good
2.2,0.087,good
2.2,0.087,good
2.2,0.062,good
1.5,0.058,good
2.05,0.063,good
1.8,0.067,good
1.8,0.067,good
2.05,0.063,good
2,0.064,good
3.6,0.11,good
1.7,0.067,good
2.2,0.068,good
1.8,0.088,good
1.8,0.088,good
2.1,0.091,good
1.8,0.093,good
2.4,0.085,good
2.5,0.082,good
6.2,0.078,good
8.9,0.069,good
2.3,0.07,good
4,0.101,good
2.4,0.093,good
4,0.101,good
1.8,0.071,good
2.4,0.07,good
2.2,0.06,good
2.2,0.06,good
1.5,0.057,good
2,0.071,good
8.3,0.05,good
8.3,0.05,good
4.7,0.055,good
1.5,0.095,good
1.5,0.095,good
1.9,0.083,good
2.2,0.079,good
2.1,0.216,good
2,0.068,good
2,0.092,good
2.5,0.076,good
1.7,0.055,good
1.8,0.075,good
5.5,0.089,good
1.7,0.061,good
6.2,0.071,good
2.8,0.067,good
1.75,0.071,good
2.1,0.042,good
2.3,0.087,good
2.3,0.075,good
2.5,0.074,good
2.4,0.052,good
2.5,0.063,good
1.9,0.065,good
1.8,0.068,good
2.1,0.074,good
2.1,0.074,good
2.1,0.074,good
2.1,0.074,good
2,0.071,good
1.8,0.044,good
1.8,0.044,good
1.7,0.062,good
1.8,0.06,good
2.2,0.083,good
1.7,0.061,good
2,0.062,good
2.2,0.048,good
2.5,0.064,good
1.8,0.069,good
2,0.062,good
2,0.056,good
2,0.062,good
2.7,0.104,good
2,0.062,good
1.7,0.054,good
2.1,0.062,good
2.1,0.062,good
2.2,0.048,good
2.2,0.048,good
1.4,0.066,good
2.4,0.064,good
2.2,0.054,good
2.3,0.063,good
1.8,0.074,good
1.7,0.065,good
2.4,0.061,good
1.5,0.044,good
1.5,0.032,good
1.2,0.029,good
1.2,0.029,good
2.9,0.038,good
1.7,0.049,good
2,0.033,good
1.4,0.058,good
1.1,0.068,good
1.1,0.057,good
6.4,0.04,good
2.1,0.046,good
2.1,0.046,good
1.4,0.043,good
1.3,0.042,good
1.7,0.035,good
1.8,0.034,good
1.7,0.04,good
1.2,0.034,good
7.6,0.038,good
2.8,0.044,good
7.6,0.038,good
1.9,0.035,good
4.6,0.034,good
8,0.043,good
1.5,0.036,good
1.4,0.036,good
1.4,0.036,good
1.5,0.036,good
2.4,0.034,good
4.55,0.038,good
3.8,0.034,good
1.4,0.038,good
1.4,0.03,good
1.4,0.03,good
1.4,0.037,good
2.4,0.026,good
2.1,0.03,good
1.4,0.031,good
1.4,0.03,good
1.1,0.04,good
5.7,0.035,good
5.7,0.035,good
4.7,0.036,good
2.8,0.034,good
5,0.039,good
14.2,0.058,good
14.2,0.058,good
14.2,0.058,good
14.2,0.058,good
7.3,0.041,good
3.8,0.041,good
4.9,0.036,good
2.1,0.035,good
8.3,0.032,good
7.85,0.03,good
1.1,0.041,good
4.8,0.03,good
1.5,0.049,good
7.8,0.045,good
1.3,0.031,good
2.1,0.044,good
6.85,0.038,good
6.85,0.038,good
2.3,0.037,good
3.5,0.028,good
1.6,0.027,good
1.6,0.027,good
1.5,0.037,good
1.4,0.045,good
1.5,0.037,good
1.4,0.045,good
3.2,0.027,good
1.6,0.027,good
1.5,0.026,good
14.9,0.032,good
14.9,0.032,good
4,0.031,good
2.7,0.03,good
8.3,0.047,good
2.3,0.045,good
7.1,0.028,good
6.2,0.027,good
1.4,0.035,good
2.3,0.045,good
1.6,0.028,good
2.2,0.026,good
1.6,0.052,good
2.7,0.042,good
1.6,0.046,good
1.6,0.052,good
1.5,0.022,good
4.8,0.034,good
1.1,0.028,good
1.6,0.032,good
1.9,0.048,good
1.9,0.048,good
9,0.036,good
1.7,0.044,good
13.6,0.05,good
1.2,0.026,good
1.6,0.028,good
13.6,0.05,good
1.6,0.028,good
1.2,0.026,good
9.1,0.049,good
1.4,0.046,good
2.7,0.038,good
2.7,0.032,good
1.9,0.035,good
2.8,0.033,good
2.7,0.038,good
6,0.034,good
1.6,0.046,good
1.7,0.034,good
2.1,0.036,good
0.9,0.051,good
11.4,0.036,good
1.4,0.036,good
3.2,0.037,good
2.4,0.037,good
13.3,0.039,good
4.7,0.037,good
1.2,0.047,good
14.4,0.067,good
14.4,0.067,good
14.4,0.067,good
14.4,0.067,good
2.5,0.048,good
14,0.032,good
14.5,0.039,good
4.75,0.033,good
4.75,0.033,good
4.75,0.033,good
5.5,0.043,good
2,0.039,good
2.4,0.03,good
1.7,0.038,good
1.7,0.038,good
1.8,0.042,good
1.3,0.02,good
1.8,0.028,good
2.8,0.038,good
6,0.022,good
3.8,0.021,good
1.8,0.032,good
1.2,0.051,good
1.2,0.047,good
8.8,0.043,good
8.8,0.043,good
5.2,0.045,good
1.1,0.13,good
1.1,0.135,good
10.6,0.035,good
15,0.053,good
14.1,0.053,good
15,0.053,good
14.1,0.053,good
7,0.037,good
2,0.033,good
2,0.033,good
1.4,0.036,good
11.4,0.039,good
1.1,0.055,good
1.6,0.021,good
2,0.031,good
10.7,0.044,good
1.2,0.043,good
2.7,0.044,good
4.3,0.04,good
2.1,0.034,good
2.1,0.034,good
2.1,0.034,good
6,0.034,good
6.3,0.036,good
13.4,0.044,good
13.4,0.044,good
1.7,0.036,good
1.6,0.034,good
1.6,0.034,good
13.4,0.044,good
1.7,0.036,good
1.3,0.036,good
1.3,0.036,good
2.1,0.038,good
10.2,0.038,good
1.7,0.03,good
14.2,0.041,good
1.3,0.036,good
12.6,0.042,good
14.4,0.04,good
2.2,0.037,good
4.2,0.018,good
2.2,0.037,good
2.2,0.037,good
2.6,0.024,good
2,0.044,good
2,0.044,good
1.2,0.031,good
1.4,0.037,good
1.2,0.031,good
7.9,0.052,good
2.4,0.056,good
2.1,0.036,good
4.7,0.042,good
1.1,0.04,good
4.6,0.057,good
2,0.044,good
2.9,0.057,good
5.9,0.017,good
15.3,0.044,good
1.6,0.039,good
3.5,0.03,good
8,0.051,good
5,0.058,good
0.9,0.041,good
1.1,0.039,good
5,0.037,good
1.9,0.028,good
1.6,0.019,good
1.5,0.017,good
1.7,0.02,good
1.9,0.028,good
6.7,0.037,good
6.7,0.037,good
8.9,0.036,good
2.1,0.046,good
1.8,0.05,good
1.3,0.063,good
1.2,0.059,good
1.7,0.048,good
1.5,0.041,good
1.5,0.041,good
7.05,0.019,good
1.5,0.052,good
5.3,0.034,good
1.6,0.049,good
2,0.054,good
2.6,0.037,good
6.35,0.024,good
1.6,0.04,good
9.1,0.036,good
3.2,0.033,good
4.7,0.059,good
5.1,0.035,good
3.8,0.027,good
1.3,0.037,good
4,0.034,good
6.7,0.038,good
1.3,0.033,good
5.1,0.035,good
2.6,0.025,good
4.9,0.028,good
3.8,0.027,good
2,0.029,good
1.7,0.024,good
2,0.029,good
2.2,0.047,good
1.45,0.04,good
1.95,0.038,good
5.85,0.042,good
5.3,0.031,good
5.2,0.027,good
8.4,0.031,good
7.4,0.043,good
11.1,0.039,good
4.1,0.033,good
2.2,0.026,good
5.2,0.024,good
14.75,0.042,good
5.2,0.024,good
14.75,0.042,good
6.9,0.02,good
1.5,0.028,good
1,0.034,good
7.1,0.027,good
1,0.034,good
6,0.034,good
2.3,0.033,good
2.3,0.033,good
4.5,0.03,good
5.85,0.033,good
2.7,0.041,good
2.1,0.036,good
6.6,0.033,good
2.7,0.041,good
5.2,0.055,good
1.1,0.045,good
5.15,0.034,good
1.8,0.037,good
7.4,0.059,good
4.2,0.028,good
14.6,0.044,good
14.6,0.044,good
14.6,0.044,good
1.8,0.028,good
8.8,0.026,good
1.8,0.028,good
1.8,0.05,good
1.6,0.032,good
1.4,0.029,good
6.8,0.045,good
1.8,0.05,good
1.8,0.047,good
2.3,0.04,good
17,0.05,good
1.8,0.034,good
7,0.042,good
1.9,0.041,good
1.1,0.043,good
6.2,0.039,good
6.3,0.039,good
7,0.042,good
3.9,0.034,good
3.9,0.027,good
2.4,0.048,good
1.4,0.04,good
5.7,0.038,good
1.4,0.04,good
1.2,0.046,good
9.2,0.042,good
2.7,0.032,good
1.7,0.032,good
1.6,0.047,good
8.5,0.044,good
5.7,0.039,good
4.5,0.039,good
1.2,0.044,good
4.5,0.039,good
1.6,0.039,good
1.2,0.044,good
13.1,0.05,good
13.1,0.05,good
13.1,0.05,good
5.4,0.044,good
2.2,0.044,good
6.8,0.034,good
13.1,0.05,good
4.1,0.035,good
1.6,0.04,good
1.1,0.033,good
2.9,0.03,good
1.1,0.033,good
14,0.034,good
9.1,0.031,good
3,0.03,good
14,0.034,good
9,0.033,good
8.65,0.033,good
9.6,0.03,good
1.2,0.044,good
9.3,0.03,good
4.6,0.039,good
12.8,0.045,good
1.5,0.041,good
9.4,0.034,good
9.3,0.03,good
8.1,0.037,good
7.7,0.049,good
1.8,0.038,good
7.6,0.057,good
8.2,0.056,good
1.3,0.032,good
1.5,0.027,good
7.4,0.039,good
1.9,0.034,good
2.2,0.032,good
4.9,0.04,good
11.8,0.048,good
3.2,0.027,good
1.5,0.035,good
6,0.029,good
3.2,0.027,good
1,0.039,good
6.5,0.041,good
6.7,0.037,good
15.55,0.058,good
12.3,0.049,good
15.55,0.058,good
9.4,0.048,good
1.2,0.036,good
3.95,0.044,good
1.4,0.047,good
1,0.036,good
1.2,0.033,good
6.5,0.028,good
6.5,0.028,good
14.4,0.055,good
14.4,0.055,good
17.85,0.049,good
14.4,0.055,good
17.85,0.049,good
14.4,0.055,good
1.6,0.04,good
2.6,0.044,good
2.7,0.052,good
1.6,0.04,good
2.5,0.046,good
1.4,0.049,good
1.5,0.037,good
4.5,0.046,good
1.8,0.034,good
1.8,0.034,good
6.8,0.038,good
2.6,0.04,good
2.1,0.033,good
1.6,0.026,good
9.05,0.039,good
4.1,0.03,good
13.9,0.029,good
4.1,0.03,good
11.2,0.031,good
11.2,0.031,good
15.1,0.03,good
11.2,0.031,good
15.1,0.03,good
2.2,0.037,good
2.2,0.037,good
1.6,0.046,good
1.6,0.049,good
6.4,0.048,good
2.3,0.054,good
7.3,0.031,good
8.5,0.035,good
1.9,0.03,good
2.7,0.029,good
5.7,0.038,good
5.7,0.038,good
11.1,0.052,good
4.6,0.08,good
1.4,0.046,good
8.2,0.028,good
9.2,0.044,good
3.2,0.03,good
3.2,0.03,good
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
3.3,0.034,good
14.2,0.056,good
7.7,0.034,good
4.7,0.023,good
2.1,0.049,good
8.45,0.031,good
4.9,0.031,good
1.6,0.03,good
4.9,0.035,good
4.9,0.035,good
2.7,0.037,good
4,0.03,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
5.4,0.06,good
11.7,0.051,good
3.9,0.045,good
1.6,0.058,good
2.2,0.027,good
10.8,0.051,good
10.8,0.051,good
11.6,0.042,good
11.6,0.042,good
7.1,0.031,good
1.4,0.042,good
1.4,0.051,good
1.4,0.051,good
6.5,0.037,good
1.4,0.047,good
6.5,0.037,good
6.4,0.031,good
7.2,0.04,good
3.5,0.027,good
6.4,0.031,good
2.3,0.043,good
5,0.04,good
2.8,0.036,good
3.3,0.029,good
1.6,0.038,good
1.7,0.035,good
1.9,0.024,good
4.5,0.034,good
1.4,0.044,good
7,0.024,good
6,0.039,good
4.4,0.029,good
4.4,0.029,good
2.7,0.042,good
1.7,0.042,good
1.5,0.091,good
7.9,0.031,good
1.6,0.027,good
10.8,0.039,good
6.3,0.022,good
1.5,0.035,good
1.5,0.035,good
5.2,0.032,good
4.7,0.029,good
3.1,0.018,good
3.1,0.018,good
1.4,0.029,good
8.1,0.121,good
8.1,0.121,good
1.4,0.029,good
1.7,0.043,good
1.1,0.043,good
1.2,0.043,good
1.1,0.043,good
1.2,0.043,good
1.1,0.043,good
1.8,0.021,good
1.7,0.014,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
12.8,0.062,good
8.5,0.059,good
5,0.028,good
1.1,0.042,good
2.8,0.025,good
2.8,0.025,good
2.8,0.025,good
14.2,0.039,good
14.2,0.039,good
14.2,0.039,good
2.9,0.026,good
2.9,0.026,good
14.2,0.039,good
1.7,0.033,good
1.7,0.029,good
2.4,0.012,good
5.2,0.048,good
1.2,0.046,good
2.3,0.018,good
1.2,0.05,good
12.6,0.052,good
1.1,0.033,good
6.6,0.03,good
2,0.03,good
1.4,0.039,good
2,0.03,good
2,0.03,good
13.3,0.049,good
5.6,0.032,good
5.6,0.033,good
2.6,0.029,good
5,0.027,good
4.6,0.027,good
5.2,0.03,good
1.7,0.035,good
1.7,0.035,good
9.1,0.047,good
4.8,0.034,good
4.3,0.032,good
1.8,0.045,good
1.8,0.045,good
1.55,0.026,good
14.4,0.048,good
3.6,0.026,good
3.6,0.035,good
10.05,0.045,good
10.05,0.045,good
10.5,0.045,good
3.6,0.035,good
2.2,0.033,good
7.2,0.028,good
2.2,0.033,good
1.6,0.036,good
1.3,0.036,good
14,0.031,good
7.2,0.028,good
2.7,0.049,good
3.6,0.025,good
2.7,0.049,good
1,0.032,good
1,0.032,good
1.2,0.034,good
1.2,0.034,good
3.4,0.048,good
2.3,0.033,good
0.9,0.034,good
7.4,0.028,good
2.3,0.033,good
5,0.027,good
1.25,0.034,good
3.9,0.027,good
5,0.027,good
1.25,0.034,good
1.4,0.021,good
1.4,0.021,good
1.8,0.029,good
1.6,0.045,good
1.5,0.03,good
2.7,0.033,good
3.95,0.047,good
7.75,0.032,good
5.15,0.035,good
1.7,0.038,good
1.4,0.044,good
2.2,0.028,good
0.9,0.034,good
2.2,0.028,good
1.95,0.033,good
5.45,0.014,good
1.6,0.028,good
9.1,0.036,good
9.1,0.036,good
1.3,0.041,good
1.6,0.028,good
10.3,0.039,good
10.3,0.039,good
10.3,0.039,good
1.2,0.016,good
2.9,0.036,good
5.45,0.016,good
14.05,0.04,good
4.9,0.021,good
2.2,0.021,good
7.9,0.034,good
5,0.016,good
11.1,0.033,good
10.2,0.039,good
10.2,0.039,good
9.8,0.039,good
6.3,0.034,good
4.5,0.032,good
6.3,0.034,good
10.9,0.038,good
9.8,0.039,good
9.8,0.039,good
0.8,0.034,good
1.3,0.025,good
9.8,0.039,good
10.2,0.039,good
10.9,0.038,good
6.3,0.034,good
6.3,0.034,good
4.5,0.032,good
3.7,0.03,good
6.9,0.037,good
1.2,0.045,good
14.8,0.024,good
14.8,0.024,good
2.5,0.026,good
10.2,0.043,good
7.6,0.03,good
6.1,0.029,good
7.6,0.03,good
10.2,0.028,good
1.5,0.042,good
4.5,0.024,good
4.5,0.024,good
3.2,0.031,good
2.3,0.045,good
1.4,0.034,good
6.7,0.022,good
2.1,0.033,good
4.3,0.028,good
2.3,0.045,good
1.9,0.036,good
2.5,0.034,good
1.9,0.036,good
1.4,0.031,good
6.9,0.059,good
8.1,0.038,good
7.4,0.02,good
7.4,0.02,good
4.8,0.019,good
7.4,0.02,good
4.8,0.019,good
6.1,0.034,good
6.6,0.042,good
7.5,0.036,good
8.6,0.038,good
1,0.04,good
1.3,0.027,good
6.4,0.055,good
1.5,0.026,good
9.1,0.044,good
9.1,0.044,good
6.3,0.032,good
5.1,0.031,good
2.4,0.022,good
9.1,0.044,good
5,0.033,good
6.75,0.031,good
2.6,0.036,good
2.65,0.041,good
1.1,0.047,good
4.6,0.039,good
3.3,0.034,good
1.1,0.036,good
3.3,0.034,good
8.55,0.02,good
4.5,0.039,good
4.6,0.039,good
5.5,0.025,good
4.2,0.029,good
18.75,0.047,good
3.6,0.03,good
5.7,0.044,good
2.4,0.045,good
1.9,0.038,good
4.6,0.06,good
1.4,0.057,good
2.3,0.039,good
2.9,0.046,good
2.8,0.047,good
2.9,0.046,good
2.9,0.044,good
1.8,0.04,good
8.7,0.029,good
2.9,0.044,good
5,0.032,good
1.9,0.033,good
2,0.022,good
1.9,0.033,good
5.2,0.039,good
2.1,0.048,good
1.1,0.047,good
1.3,0.032,good
1.1,0.042,good
1.2,0.036,good
1.8,0.042,good
1.8,0.039,good
5,0.035,good
1.3,0.036,good
3.7,0.059,good
13.55,0.048,good
12.8,0.038,good
12.2,0.033,good
1.3,0.033,good
4.8,0.033,good
10.6,0.039,good
2.1,0.034,good
4.7,0.03,good
3.6,0.04,good
6.9,0.045,good
3.6,0.04,good
4.7,0.03,good
11.3,0.026,good
8.3,0.026,good
4.6,0.032,good
4.6,0.032,good
2.1,0.031,good
2.1,0.031,good
4.7,0.059,good
4.3,0.026,good
1.3,0.037,good
5,0.035,good
6,0.033,good
4.75,0.034,good
6,0.033,good
5.35,0.029,good
5.35,0.029,good
1.3,0.037,good
2.6,0.027,good
3.85,0.042,good
1.6,0.035,good
1.1,0.031,good
3.85,0.042,good
4,0.038,good
6.1,0.032,good
1.8,0.037,good
4.7,0.039,good
4,0.038,good
6.4,0.033,good
8.15,0.035,good
6.1,0.032,good
4.8,0.056,good
7.4,0.041,good
1.8,0.037,good
15.5,0.036,good
15.5,0.036,good
2.4,0.042,good
3.95,0.038,good
3,0.036,good
15.5,0.036,good
4.2,0.04,good
1.4,0.029,good
3,0.031,good
2.4,0.036,good
1.4,0.046,good
1.3,0.031,good
2,0.044,good
1.8,0.036,good
7.5,0.038,good
3.8,0.038,good
3.1,0.034,good
4.8,0.029,good
10.2,0.037,good
1.1,0.035,good
1.1,0.027,good
2.6,0.035,good
7.25,0.028,good
7,0.023,good
7.25,0.028,good
1,0.032,good
4.2,0.044,good
1.5,0.037,good
3.9,0.043,good
4.2,0.044,good
7.6,0.049,good
1,0.031,good
1.1,0.034,good
1.4,0.033,good
1.6,0.039,good
7.1,0.027,good
12.6,0.044,good
4.7,0.04,good
12.6,0.044,good
6.1,0.029,good
8.8,0.021,good
1.4,0.02,good
4.8,0.018,good
2.4,0.014,good
2,0.046,good
4.5,0.031,good
3.2,0.037,good
5.7,0.038,good
8.5,0.03,good
11.4,0.035,good
5.4,0.043,good
2.7,0.036,good
4.3,0.032,good
5.7,0.035,good
2.7,0.036,good
11.7,0.038,good
4.3,0.032,good
1.6,0.029,good
6.2,0.025,good
1.8,0.032,good
1.2,0.029,good
1.2,0.029,good
9.6,0.037,good
9.2,0.027,good
1.2,0.051,good
8,0.028,good
9.2,0.027,good
4.4,0.027,good
9.6,0.037,good
8,0.028,good
1.2,0.051,good
2.5,0.024,good
6.9,0.036,good
2.9,0.03,good
6.9,0.036,good
5.4,0.028,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
14.7,0.051,good
2.1,0.026,good
2.5,0.028,good
2.1,0.026,good
1.4,0.022,good
7.7,0.022,good
2.7,0.027,good
8.8,0.042,good
2.5,0.042,good
5.8,0.035,good
10.6,0.034,good
4,0.028,good
3.1,0.03,good
4.6,0.031,good
4,0.038,good
1.6,0.057,good
1.3,0.035,good
1.9,0.036,good
3.8,0.036,good
3.8,0.036,good
2.4,0.038,good
4.8,0.037,good
4.8,0.037,good
3.8,0.036,good
4.8,0.037,good
1.9,0.036,good
1.6,0.037,good
2.4,0.038,good
7.8,0.05,good
2.2,0.042,good
1.3,0.038,good
5.8,0.032,good
3.8,0.044,good
10.6,0.035,good
1.7,0.033,good
7.6,0.025,good
1.7,0.04,good
4.5,0.036,good
1.7,0.033,good
7.6,0.025,good
3.7,0.041,good
8.9,0.048,good
8.9,0.048,good
8.9,0.048,good
3.1,0.041,good
5.2,0.042,good
3.1,0.041,good
15.5,0.05,good
15.5,0.05,good
15.5,0.05,good
15.5,0.05,good
17.55,0.05,good
15.5,0.05,good
15.5,0.05,good
17.55,0.05,good
11.3,0.029,good
12.7,0.043,good
14.5,0.048,good
4.9,0.03,good
4.1,0.03,good
4.7,0.035,good
1.4,0.039,good
3.6,0.046,good
3.5,0.046,good
1.6,0.052,good
6,0.02,good
5.4,0.054,good
15.5,0.064,good
5.4,0.054,good
1.4,0.038,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
13.7,0.056,good
1.4,0.05,good
3.5,0.044,good
1,0.04,good
1.5,0.035,good
13.7,0.056,good
2.4,0.048,good
4.2,0.038,good
2.5,0.041,good
4,0.04,good
2.7,0.04,good
1.2,0.036,good
6.5,0.029,good
10.7,0.056,good
3.2,0.047,good
1.8,0.041,good
4.2,0.037,good
2.3,0.042,good
2.3,0.042,good
2.3,0.044,good
2.4,0.027,good
1.6,0.039,good
7.3,0.035,good
5.4,0.035,good
1.9,0.038,good
7.3,0.035,good
5.4,0.035,good
1.2,0.042,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
13.9,0.057,good
2,0.044,good
13.9,0.057,good
2.6,0.034,good
3.3,0.037,good
3.3,0.037,good
4.9,0.039,good
10.4,0.041,good
4.9,0.039,good
10.4,0.041,good
2.7,0.045,good
8.4,0.041,good
9.3,0.04,good
10.2,0.028,good
10.6,0.03,good
1.4,0.036,good
1.3,0.027,good
1.2,0.024,good
9.7,0.03,good
2.3,0.034,good
1.2,0.042,good
1,0.027,good
3.2,0.032,good
4.25,0.032,good
2,0.036,good
4.25,0.032,good
1.4,0.047,good
4.1,0.036,good
2,0.041,good
12.2,0.041,good
2.3,0.041,good
1.3,0.03,good
1.1,0.034,good
1,0.037,good
1,0.042,good
4.9,0.033,good
2.5,0.035,good
10.8,0.048,good
10.8,0.048,good
10.8,0.048,good
10.8,0.048,good
6,0.036,good
6.1,0.034,good
6.1,0.034,good
6,0.036,good
6.2,0.028,good
3.2,0.034,good
6.2,0.028,good
19.25,0.043,good
19.25,0.043,good
9,0.032,good
9,0.032,good
1.4,0.037,good
1.85,0.031,good
4,0.03,good
1.85,0.031,good
9,0.031,good
1.3,0.035,good
3.5,0.035,good
3.5,0.035,good
1.5,0.037,good
3.9,0.031,good
1.5,0.038,good
5,0.055,good
1.2,0.052,good
1.7,0.048,good
2.4,0.038,good
4.3,0.03,good
4.2,0.03,good
1.1,0.035,good
1.1,0.035,good
1.1,0.039,good
1.1,0.035,good
2.2,0.037,good
5.8,0.038,good
1.1,0.027,good
3.2,0.041,good
4.6,0.054,good
9.9,0.032,good
1.5,0.033,good
8.9,0.029,good
5.1,0.038,good
4,0.036,good
6.6,0.021,good
2.5,0.038,good
5.7,0.028,good
1.9,0.023,good
1.1,0.022,good
1.2,0.065,good
2,0.073,good
1.8,0.092,good
2.1,0.066,good
1.9,0.085,good
1.8,0.065,good
1.2,0.046,good
1.4,0.056,good
2.6,0.095,good
2.6,0.095,good
2.1,0.054,good
1.6,0.054,good
2.2,0.075,good
2.2,0.075,good
2.6,0.085,good
1.8,0.071,good
3.6,0.078,good
6.4,0.073,good
5.6,0.087,good
3.5,0.358,good
5.6,0.087,good
2.5,0.091,good
2.5,0.091,good
3.2,0.083,good
3.2,0.083,good
3.65,0.121,good
2.5,0.078,good
3.4,0.128,good
2.3,0.082,good
2.7,0.072,good
2.95,0.116,good
3.1,0.109,good
5.8,0.083,good
5.8,0.083,good
2.4,0.074,good
4.4,0.124,good
2.4,0.074,good
2.5,0.096,good
1.4,0.045,good
4.2,0.066,good
3,0.093,good
6.7,0.097,good
2.4,0.089,good
2.3,0.059,good
2.1,0.066,good
2.3,0.059,good
2.1,0.066,good
2.2,0.072,good
3.7,0.1,good
2.7,0.077,good
1.7,0.054,good
2.8,0.084,good
5.2,0.086,good
2.8,0.084,good
2.8,0.08,good
2.8,0.081,good
2.5,0.055,good
2.6,0.052,good
2.6,0.07,good
2.6,0.07,good
6.55,0.074,good
6.55,0.074,good
1.9,0.078,good
1.8,0.077,good
2.9,0.072,good
1.8,0.075,good
2.8,0.084,good
2.4,0.107,good
2.4,0.107,good
5.8,0.066,good
1.9,0.074,good
3.4,0.093,good
2.7,0.094,good
2,0.06,good
2.6,0.059,good
4.6,0.072,good
2.2,0.143,good
6,0.115,good
2.8,0.066,good
1.4,0.073,good
1.6,0.038,good
1.7,0.044,good
2.4,0.052,good
2,0.041,good
2.4,0.052,good
2.1,0.048,good
2.3,0.05,good
2.3,0.065,good
2.4,0.012,good
2.4,0.012,good
1.6,0.075,good
2.65,0.085,good
2.5,0.071,good
2.5,0.073,good
1.7,0.054,good
1.6,0.067,good
2.1,0.104,good
2.8,0.109,good
2.6,0.066,good
2.4,0.078,good
2.4,0.078,good
2.4,0.08,good
2.4,0.08,good
6,0.06,good
6,0.06,good
4.6,0.094,good
1.9,0.064,good
3.3,0.063,good
2.8,0.068,good
2.2,0.074,good
5,0.082,good
2.6,0.092,good
2.3,0.094,good
3.8,0.09,good
2,0.071,good
4.1,0.092,good
2.1,0.093,good
1.8,0.075,good
1.8,0.075,good
1.8,0.075,good
2.1,0.093,good
2.2,0.058,good
2.1,0.052,good
2.3,0.12,good
2.4,0.103,good
2.4,0.104,good
5.9,0.073,good
3.6,0.061,good
1.4,0.066,good
2.2,0.087,good
2.2,0.087,good
2.2,0.062,good
1.5,0.058,good
2.05,0.063,good
1.8,0.067,good
1.8,0.067,good
2.05,0.063,good
2,0.064,good
3.6,0.11,good
1.7,0.067,good
2.2,0.068,good
1.8,0.088,good
1.8,0.088,good
2.1,0.091,good
1.8,0.093,good
2.4,0.085,good
2.5,0.082,good
6.2,0.078,good
8.9,0.069,good
2.3,0.07,good
4,0.101,good
2.4,0.093,good
4,0.101,good
1.8,0.071,good
2.4,0.07,good
2.2,0.06,good
2.2,0.06,good
1.5,0.057,good
2,0.071,good
8.3,0.05,good
8.3,0.05,good
4.7,0.055,good
1.5,0.095,good
1.5,0.095,good
1.9,0.083,good
2.2,0.079,good
2.1,0.216,good
2,0.068,good
2,0.092,good
2.5,0.076,good
1.7,0.055,good
1.8,0.075,good
5.5,0.089,good
1.7,0.061,good
6.2,0.071,good
2.8,0.067,good
1.75,0.071,good
2.1,0.042,good
2.3,0.087,good
2.3,0.075,good
2.5,0.074,good
2.4,0.052,good
2.5,0.063,good
1.9,0.065,good
1.8,0.068,good
2.1,0.074,good
2.1,0.074,good
2.1,0.074,good
2.1,0.074,good
2,0.071,good
1.8,0.044,good
1.8,0.044,good
1.7,0.062,good
1.8,0.06,good
2.2,0.083,good
1.7,0.061,good
2,0.062,good
2.2,0.048,good
2.5,0.064,good
1.8,0.069,good
2,0.062,good
2,0.056,good
2,0.062,good
2.7,0.104,good
2,0.062,good
1.7,0.054,good
2.1,0.062,good
2.1,0.062,good
2.2,0.048,good
2.2,0.048,good
1.4,0.066,good
2.4,0.064,good
2.2,0.054,good
2.3,0.063,good
1.8,0.074,good
1.7,0.065,good
2.4,0.061,good
1.5,0.044,good
1.5,0.032,good
1.2,0.029,good
1.2,0.029,good
2.9,0.038,good
1.7,0.049,good
2,0.033,good
1.4,0.058,good
1.1,0.068,good
1.1,0.057,good
6.4,0.04,good
2.1,0.046,good
2.1,0.046,good
1.4,0.043,good
1.3,0.042,good
1.7,0.035,good
1.8,0.034,good
1.7,0.04,good
1.2,0.034,good
7.6,0.038,good
2.8,0.044,good
7.6,0.038,good
1.9,0.035,good
4.6,0.034,good
8,0.043,good
1.5,0.036,good
1.4,0.036,good
1.4,0.036,good
1.5,0.036,good
2.4,0.034,good
4.55,0.038,good
3.8,0.034,good
1.4,0.038,good
1.4,0.03,good
1.4,0.03,good
1.4,0.037,good
