residual sugar,density,alcohol,quality
7.4,0.9956,9,bad
1.3,0.9936,10.2,bad
1.1,0.9929,9.2,bad
7.8,0.9966,11.3,bad
7.7,0.9964,8.8,bad
7.7,0.996,9.3,bad
7.8,0.9959,9.4,bad
8.3,0.9954,10.3,bad
1.4,0.9914,10.8,good
31.6,1.0103,8.8,bad
15.4,1.0004,9,bad
1,0.9911,11.5,good
1,0.9938,10.8,bad
5.9,0.9927,11.8,bad
1.2,0.9922,10.5,good
1.2,0.9924,9.9,bad
6.7,0.9963,9.8,bad
6.5,0.9936,11.4,good
4.8,0.9951,9.3,bad
5.3,0.9951,9.3,bad
8.9,0.9955,10.3,bad
8.8,0.9961,8.9,bad
6.5,0.9936,11.4,good
1.8,0.992,11.1,bad
6.6,0.9944,10.4,bad
5.7,0.9944,10.1,bad
18.35,1.0008,9,bad
10,0.9962,11.9,bad
14.4,0.9986,9,good
14.4,0.9986,9,good
17.85,1,9.1,good
14.4,0.9986,9,good
9.4,0.9982,10,bad
17.85,1,9.1,good
1.55,0.9949,9.4,bad
1.3,0.9915,11.4,bad
1.5,0.9951,9.7,bad
14.4,0.9986,9,good
4.2,0.9927,11.8,bad
8.6,0.9955,10.2,bad
1.4,0.9952,9.2,bad
3,0.9928,11,bad
14.9,0.9982,10,bad
2,0.9914,12.2,bad
4.2,0.9927,11.8,bad
2.2,0.9918,11.6,bad
1.8,0.9944,10.2,bad
11.1,0.9969,10.3,bad
4.2,0.9955,8.6,bad
6.4,0.9954,9.6,bad
6.4,0.9955,9.6,bad
1.5,0.9921,11.3,bad
1.5,0.9934,9.9,bad
16.95,0.9998,9.6,bad
1.7,0.9946,10.6,bad
13.6,0.9984,9.8,bad
1.6,0.9924,10.5,bad
6.1,0.9939,10.8,bad
3,0.995,10,bad
6.2,0.9957,10.1,bad
6.6,0.9953,9.4,bad
1.6,0.9912,11.5,good
6,0.9939,10.8,bad
1.5,0.9921,9.9,bad
1.7,0.9954,9,bad
1.8,0.9933,9.4,bad
2.6,0.9941,10.8,good
2.7,0.995,10.9,good
19.5,0.9977,12,bad
1.6,0.9912,11.5,good
5,0.9945,10.5,bad
4.6,0.9952,9.3,bad
6.4,0.9924,11.8,bad
14.5,0.9986,10,bad
6.6,0.9953,9.4,bad
6.7,0.9939,11.4,bad
1.1,0.9929,10.4,bad
13.8,0.9988,9.5,bad
2.5,0.9906,11.9,bad
1.1,0.9914,11.1,bad
9.6,0.9978,9.6,bad
4.6,0.9928,12,bad
3.1,0.9948,8.7,bad
9.6,0.9978,9.6,bad
1.8,0.9946,10,bad
1.05,0.9908,11.4,bad
6.5,0.9954,9.6,bad
2,0.9906,12.9,bad
14.9,0.99705,9.7,bad
10,0.9982,9.3,bad
1.1,0.9932,9.1,bad
12,0.9977,8.6,bad
4.8,0.994,9.9,bad
10,0.9982,9.3,bad
1.2,0.9929,10.9,bad
1.5,0.9924,10.2,bad
10.4,0.9966,9.7,bad
2.5,0.9921,11.4,good
12.3,0.9967,9.5,bad
1.4,0.9934,10.2,good
2.2,0.9914,11.1,bad
14.9,0.99705,9.7,bad
8,0.9961,9.3,bad
8.6,0.9967,8.8,bad
1.2,0.9926,10.6,bad
8.7,0.99605,9.3,bad
5.4,0.99435,10.2,bad
5.7,0.9948,10.2,bad
1.5,0.9916,11,good
10.9,0.997,9.6,bad
8,0.9961,9.3,bad
8.6,0.9967,8.8,bad
7.7,0.9961,8.8,bad
1.7,0.9955,8.9,bad
1.4,0.9922,10,bad
4.5,0.9918,12.2,good
9.9,0.9955,10.9,bad
1.4,0.9941,9.5,bad
9.5,0.9955,10.9,bad
9.9,0.9955,10.9,bad
3,0.9924,10.8,bad
19.6,0.9973,12,bad
14,0.999,9.8,bad
1.4,0.9941,9.5,bad
1.8,0.9922,11,good
1.8,0.9922,11,good
5.4,0.9953,9.8,bad
1.8,0.9945,10.5,bad
9.25,0.9945,11.4,bad
1.5,0.9957,10.1,bad
6.8,0.9932,11.6,good
9.25,0.9945,11.4,bad
2.6,0.9913,11.8,good
2.1,0.9909,12.1,good
7.6,0.9939,12,bad
1.6,0.991,12.1,good
1.4,0.9954,9.1,bad
1.6,0.9943,9.3,bad
1.4,0.993,10.4,bad
17.95,1.0002,9.1,bad
2,0.9946,9.4,bad
6.3,0.9953,9.6,bad
1.4,0.9918,12,bad
9.05,0.9936,11.3,good
15.4,0.9984,8.7,bad
7.1,0.9956,9.9,bad
10.2,0.9966,9.3,bad
1.6,0.9942,9.5,bad
15.4,0.9984,8.7,bad
7.1,0.9956,9.9,bad
10.2,0.9966,9.3,bad
12.4,0.9974,9.4,bad
3.4,0.9944,9.4,bad
15,1.0008,8.8,bad
12.4,0.9974,9.4,bad
15,1.0008,8.8,bad
1.5,0.9928,9.9,bad
3.4,0.9944,9.4,bad
4.8,0.9908,12.6,bad
1.2,0.9917,11.1,bad
4.1,0.9911,12.8,good
2.8,0.9912,12,bad
13.9,0.9953,12,good
0.8,0.9932,9.2,bad
1,0.9896,12.3,bad
1.2,0.9889,13,bad
2.8,0.9912,12,bad
1.7,0.9926,10.9,bad
4.1,0.9911,12.8,good
6.3,0.9964,10,bad
11.5,0.9974,9,bad
1.5,0.9944,10.4,bad
11.5,0.9974,9,bad
6.3,0.9964,10,bad
6.3,0.9963,10,bad
11.2,0.9948,11.3,good
11.2,0.9948,11.3,good
15.1,0.9953,12,good
11.2,0.9948,11.3,good
15.1,0.9953,12,good
5.6,0.9949,10.6,bad
12.6,0.9988,9.3,bad
5.7,0.9954,9.4,bad
2.2,0.992,11,good
11,0.9984,9.3,bad
5.7,0.9954,9.4,bad
1,0.9926,10.5,bad
2.2,0.992,11,good
11.8,0.9976,9.5,bad
7.8,0.9972,11.2,bad
4.7,0.991,12.3,bad
11.5,0.998,9,bad
7.9,0.9966,9,bad
11.5,0.998,9,bad
17.8,1.0007,9,bad
1.7,0.992,11.4,bad
1.6,0.9925,11,good
4.7,0.991,12.3,bad
1.6,0.9934,10.4,good
2.4,0.9955,10.3,bad
6.4,0.9944,10.5,good
14,0.9981,9.8,bad
1.6,0.9968,10,bad
1.6,0.9946,9.7,bad
1.4,0.9946,9.7,bad
14,0.9981,9.8,bad
4.7,0.9946,10.5,bad
10.2,0.997,10,bad
2.3,0.9924,11.5,good
7.8,0.9958,9.5,bad
2.4,0.994,10.5,bad
8.3,0.9958,10.2,bad
13.9,0.9984,9.8,bad
13.8,0.9948,11.6,bad
7.3,0.9932,11.8,good
8.5,0.9952,10.1,good
1.8,0.9924,10.3,bad
5.1,0.9945,10.4,bad
16.05,0.9976,8.9,bad
16.05,0.9976,8.9,bad
7.35,0.9938,10.8,bad
16.05,0.9997,9.2,bad
2,0.994,9.6,bad
1.2,0.9921,10.4,bad
14,0.9986,8.7,bad
16.2,0.9987,9.2,bad
14.3,0.9991,9.2,bad
16.2,0.9987,9.2,bad
14.3,0.9991,9.2,bad
14.3,0.9991,9.2,bad
7.9,0.9948,10.2,bad
16.2,0.9987,9.2,bad
1,0.993,9,bad
13.6,0.9988,9.7,bad
17.85,1,9.6,bad
1.3,0.9932,10,bad
14.3,0.9991,9.2,bad
13.7,0.9989,9.1,bad
18.3,1,8.7,bad
18.3,1,8.7,bad
6.5,0.9952,9.5,bad
10.3,0.9969,9.5,bad
8.1,0.9966,8.9,bad
8.1,0.9966,8.9,bad
8.6,0.9976,9.9,bad
1.9,0.99,12.6,good
14.1,0.9988,9.7,bad
7.9,0.9942,10.4,bad
10.7,0.9984,9.1,bad
1.2,0.9932,10.4,bad
10.3,0.9969,9.5,bad
8.1,0.9966,8.9,bad
1.9,0.9933,10.6,bad
2.7,0.9916,12,good
5.7,0.9914,12.5,good
9.3,0.9966,9.6,bad
8.1,0.9958,9.2,bad
1.3,0.9926,9.9,bad
8.5,0.9939,11.7,bad
2.1,0.9953,9.6,bad
3.5,0.9906,12,bad
5.7,0.9914,12.5,good
8.1,0.9958,9.2,bad
1.3,0.9926,9.9,bad
14.4,0.9991,8.9,bad
13.7,0.9994,9,bad
11.1,0.9976,10.2,good
9.3,0.9966,9.6,bad
4.9,0.9953,9.4,bad
1.7,0.9923,10.4,bad
1.6,0.993,10.4,bad
1.4,0.9931,10,bad
1.4,0.9932,10,bad
1.6,0.9926,10.5,bad
6.8,0.9938,11.4,bad
9.7,0.9966,10.2,bad
10.5,0.9974,10.4,bad
2,0.9924,11,bad
6.2,0.9948,10.1,bad
8.3,0.9964,9.2,bad
1.6,0.9924,10.3,bad
9.7,0.9966,10.2,bad
10.5,0.9974,10.4,bad
4.6,0.9938,11.1,good
1.2,0.9928,9.9,bad
7.6,0.9959,9,bad
15,1.0001,8.6,bad
7.6,0.9959,9,bad
15,1.0001,8.6,bad
11.6,0.9968,9.5,bad
1.1,0.9932,9,bad
7.8,0.9954,10,bad
12,0.9992,9,bad
1.1,0.9932,9,bad
1.4,0.9939,10.2,good
6.7,0.9952,9.6,bad
17.2,0.9996,9.7,bad
1.4,0.9966,10.2,bad
8.2,0.9925,13,good
4.3,0.996,10.8,bad
17.2,0.9996,9.7,bad
11.1,0.9973,9,bad
1.1,0.9937,9.9,bad
7.2,0.9966,9.2,bad
16.6,1.0017,8.7,bad
1,0.993,10.1,bad
1,0.993,10.1,bad
1.3,0.9959,9.5,bad
1.4,0.9958,9.9,bad
16.6,1.0017,8.7,bad
6.9,0.9958,9,bad
13.3,0.9979,8.6,bad
8.1,0.9941,10.5,bad
9.2,0.997,9.5,good
1.4,0.9934,10.1,bad
3.2,0.9927,11.7,good
2.5,0.9944,10.7,bad
3.2,0.9927,11.7,good
4.5,0.9963,9.2,bad
18.35,1.0011,8.8,bad
18.35,1.0011,8.8,bad
7.8,0.9959,9.5,bad
7,0.9973,10.2,bad
6.3,0.9966,9.1,bad
1.2,0.9932,10.5,bad
12.8,0.9984,9,bad
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
14.2,0.999,8.9,good
16.65,1.0006,9.1,bad
1.9,0.9937,10.1,bad
7.7,0.9954,10,bad
10.4,0.997,9.5,bad
3.3,0.9912,12.3,good
1.1,0.9939,9.1,bad
14.2,0.999,8.9,good
6.3,0.9957,9.6,bad
5.25,0.9926,11.6,bad
14.6,0.9994,8.8,bad
11.8,1.0004,8.9,bad
14.6,0.9994,8.8,bad
11.8,1.0004,8.9,bad
11.8,1.0004,8.9,bad
17.3,1.0002,9,bad
1.4,0.9922,10,bad
1.3,0.9922,10,bad
1.6,0.9934,11.1,bad
5.25,0.9926,11.6,bad
2.4,0.9941,10.6,bad
14.6,0.9994,8.8,bad
11.8,1.0004,8.9,bad
1.5,0.9924,10.1,bad
1.8,0.9948,10,bad
7.7,0.9935,12.2,good
2,0.9918,11,bad
1.8,0.9948,10,bad
1.4,0.9924,11.1,bad
16.7,0.9979,10.4,bad
8.1,0.993,11.8,bad
8,0.994,10.8,bad
4.7,0.991,12.5,good
8.1,0.993,11.8,bad
2.1,0.9922,11.6,good
16.7,0.9979,10.4,bad
6.4,0.9937,11.5,bad
1.5,0.9928,10.1,bad
7.6,0.9965,9.2,bad
1.5,0.9928,10.1,bad
12.4,0.9991,9.2,bad
1.3,0.9948,8.9,bad
1.7,0.9925,10.1,bad
8.1,0.9958,8.9,bad
7.1,0.9962,9.7,bad
7.6,0.9965,9.2,bad
2.3,0.9951,11,bad
6.5,0.9944,10.7,bad
1.4,0.9916,10.8,bad
12.7,0.9987,9.8,bad
1.6,0.9928,11,bad
1.1,0.9926,10.4,bad
1.2,0.9934,10.2,bad
6.5,0.9944,10.7,bad
4.6,0.9949,9,bad
0.6,0.9926,10.6,bad
10.6,0.997,9.5,bad
4.6,0.9949,9,bad
4.8,0.9948,9.2,bad
2.7,0.992,11,bad
12.6,0.9964,9.9,bad
0.6,0.9926,10.6,bad
9.2,0.9982,9.3,bad
6.6,0.9955,9.6,bad
7,0.9955,9.5,bad
8.45,0.9958,9.7,good
11.1,0.9997,9.7,bad
18.15,1.0001,8.7,bad
18.15,1.0001,8.7,bad
4.1,0.9918,12.4,bad
4.1,0.9918,12.4,bad
4.6,0.9931,10.6,bad
18.15,1.0001,8.7,bad
4.9,0.9926,12,good
8.3,0.9966,9,bad
1.4,0.9932,8.8,bad
11.5,0.9969,9.5,bad
1.8,0.9925,10.8,bad
1.6,0.9914,11.4,bad
2.4,0.996,10.3,bad
4.9,0.9952,9.5,bad
1.8,0.9934,9.9,bad
4.3,0.9939,10.2,bad
4.4,0.9939,10.2,bad
1.4,0.9906,11,bad
1.6,0.9901,12.1,good
1.3,0.9948,9.1,bad
5.2,0.995,9.5,bad
5.6,0.9953,9.5,bad
5.3,0.9953,9.8,bad
4.9,0.9952,9.5,bad
2.4,0.996,10.3,bad
1.6,0.9948,9.6,bad
2.1,0.9951,10.2,bad
1.4,0.9931,10.5,bad
7.1,0.9962,10.4,bad
1.6,0.9948,9.6,bad
10.7,0.9959,10.7,bad
11.1,0.9962,10.5,bad
10.7,0.9958,10.6,bad
1.6,0.9948,9.6,bad
1.6,0.9948,9.6,bad
1.5,0.994,9.5,bad
1.5,0.9942,9.4,bad
1.6,0.9942,9.8,bad
1.6,0.9948,9.6,bad
8,0.9964,9.2,bad
7.7,0.9958,9.5,bad
2.7,0.9932,9.2,bad
15.1,0.9986,9.4,bad
15.1,0.9986,9.4,bad
8.9,0.9988,9.3,bad
6,0.9953,9.1,bad
12.3,0.9983,9.5,bad
13.1,1,9.1,bad
6.7,0.9951,10.6,bad
12.3,0.9983,9.5,bad
2.3,0.9906,12.4,bad
11.1,0.9981,8.7,bad
1.5,0.9936,8.8,bad
6.7,0.9951,10.6,bad
6,0.9953,9.1,bad
15.2,1.0005,9,bad
10.2,0.9972,10.3,bad
13.1,1,9.1,bad
10.7,0.9969,9.5,bad
17.1,1.0001,8.8,bad
17.1,1.0001,8.8,bad
17.1,1.0001,8.8,bad
1.9,0.9934,9.9,bad
10.7,0.9969,9.5,bad
17.1,1.0001,8.8,bad
1.2,0.9902,11.7,bad
1.2,0.993,10.8,bad
3.1,0.9914,12,bad
1.5,0.9941,10.3,bad
10.7,0.9967,9,bad
4.9,0.9918,12.2,good
12.6,0.998,9.9,bad
10.7,0.9967,9,bad
4.9,0.9918,12.2,good
12.15,0.9957,10.1,bad
12,0.9986,9.3,bad
1.7,0.9958,9.5,bad
2.6,0.9948,9.2,bad
1.4,0.9918,11.7,bad
1.9,0.9923,11,bad
16.9,0.9998,9.6,bad
16.9,0.9998,9.6,bad
2.1,0.9914,11.9,bad
7,0.9939,10.8,bad
7.1,0.9966,10.1,bad
5.9,0.995,10.9,bad
7.1,0.9966,10.1,bad
8.7,0.994,10.4,bad
13.2,0.9972,9.2,bad
15.3,0.9998,9.6,bad
15.3,0.9998,9.6,bad
13.2,0.9982,9,bad
2.7,0.9924,11.5,good
10.65,0.9972,10.2,bad
10,0.997,9.9,bad
6.8,0.9954,9.6,bad
15.6,0.9962,10.6,bad
13.2,0.9972,9.2,bad
5.1,0.9921,11.8,bad
3,0.9905,12.2,bad
15.3,0.9998,9.6,bad
2.1,0.993,10.6,bad
1.9,0.9941,10.3,bad
8.6,0.9994,10.2,bad
8.75,0.9962,10.7,bad
3.6,0.992,11.7,bad
4.7,0.9922,12,bad
1.3,0.994,10.6,bad
1.8,0.9897,12.2,bad
9.7,0.9954,11,bad
4,0.99,12.4,good
2.4,0.9948,9.4,bad
4.7,0.9922,12,bad
18.8,0.998,11.6,bad
1.8,0.9944,9.4,bad
1.8,0.9944,9.4,bad
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
7.8,0.996,9.2,bad
16.75,0.9999,9.2,bad
12.8,0.9986,9.1,good
12.8,0.9986,9.1,good
7.8,0.996,9.2,bad
5.4,0.9951,9,good
16.75,0.9999,9.2,bad
1.3,0.993,10.8,bad
10.1,0.9982,9.5,bad
3.8,0.992,11,bad
10.9,0.9963,10,bad
6.6,0.995,9.5,bad
9.8,0.9956,10.1,bad
11.7,0.997,9.5,good
1.2,0.9936,9.5,bad
1.4,0.9935,9.5,bad
9.6,0.9963,9.4,bad
12.2,0.9967,9.4,bad
2.6,0.9912,12.7,bad
10.7,0.9981,9.7,bad
4.9,0.9966,9.7,bad
12.2,0.9967,9.4,bad
9.6,0.9963,9.4,bad
1.4,0.9935,9.5,bad
1.1,0.9902,11.7,bad
1,0.99,11.7,bad
8.2,0.996,9.7,bad
11.3,0.9966,9.5,bad
7.3,0.9962,9.1,bad
2.3,0.994,10.3,bad
8.2,0.996,9.7,bad
2.1,0.994,9.9,bad
2,0.9944,9.9,bad
10,0.9974,10.2,bad
15.75,0.996,12.1,bad
3.9,0.9922,11.3,good
2,0.9917,11.4,bad
1.5,0.9918,12.2,bad
1.6,0.9936,9.9,good
1.4,0.9938,10.3,bad
1.5,0.9918,12.2,bad
1.4,0.9939,10.4,bad
2,0.9917,11.4,bad
13.8,0.9981,9.9,bad
1.3,0.9941,10,bad
3.8,0.9928,11.5,bad
6.9,0.9952,10.5,bad
2.2,0.9898,12.5,good
1.6,0.9914,10.5,bad
13.8,0.9981,9.9,bad
10.8,0.9957,11.4,good
12.8,0.998,9.8,bad
10.8,0.9957,11.4,good
15.3,0.9986,9.2,bad
12.1,0.9983,8.9,bad
12,0.9982,8.9,bad
11.6,0.997,9.5,good
9.2,0.9947,11.5,bad
11.6,0.997,9.5,good
9.2,0.9947,11.5,bad
2.8,0.99416,9.5,bad
1.6,0.99516,9.7,bad
6.1,0.99496,9.7,bad
8.5,0.9974,9.5,bad
7.8,0.99579,9.4,bad
14.9,0.9983,9,bad
6.2,0.99471,10.6,bad
8.5,0.9974,9.5,bad
8.2,0.99644,9.1,bad
7.8,0.99579,9.4,bad
10.6,0.99699,8.8,bad
11.2,0.99758,10.4,bad
11.6,0.9977,8.9,bad
7.1,0.99397,10.6,good
14.9,0.9983,9,bad
6.2,0.99471,10.6,bad
1.7,0.99243,10.6,bad
7.7,0.9962,9,bad
17.3,1.00182,8.8,bad
1.4,0.99384,10.5,good
7.7,0.99582,9.5,bad
7.7,0.9962,9,bad
3.4,0.9924,10.4,bad
1.6,0.99466,10,bad
1.4,0.99212,10.4,bad
1.4,0.99449,9,bad
10.4,0.99748,9.3,bad
1.4,0.99449,9,bad
10.4,0.99748,9.3,bad
4.1,0.99475,9,bad
2.8,0.99189,11.5,bad
15.7,0.99827,9,bad
10.9,0.99752,10.4,bad
15.7,0.99827,9,bad
6.5,0.99479,10.6,bad
10.9,0.99752,10.4,bad
5.9,0.99642,8.5,bad
17.3,1.00047,9.3,bad
1.4,0.99382,10.5,good
13.5,0.99784,9.9,bad
8.5,0.99486,10.4,bad
6.2,0.99537,10.1,bad
1.4,0.99382,10.5,good
14.95,0.99838,9.2,bad
7.7,0.99566,9.4,bad
1.3,0.99268,10.6,bad
7.7,0.99566,9.4,bad
1.3,0.99468,8.7,bad
1.3,0.9933,10.2,bad
1.3,0.99307,10.3,bad
15.6,0.99907,9.5,bad
15.6,0.99907,9.5,bad
15.6,0.99907,9.5,bad
15.6,0.99907,9.5,bad
4.9,0.99471,9.4,bad
5,0.99471,9.4,bad
15.6,0.99907,9.5,bad
6.5,0.99148,12.6,good
1.4,0.99383,10.5,good
2.7,0.99365,10.8,bad
1.2,0.99272,9.9,bad
6.5,0.99148,12.6,good
6.4,0.99235,12.2,good
6.9,0.99508,10,bad
7.2,0.9946,10.6,good
10.6,0.99674,9.5,bad
3.5,0.99018,12.8,good
6.4,0.99235,12.2,good
2.3,0.99084,12.6,good
12.05,0.99856,9.4,bad
7,0.99591,9,bad
11.8,0.9975,9.1,bad
1.4,0.9944,9.4,bad
5,0.99173,12.2,good
2.2,0.99378,10,bad
14.6,0.99805,9.2,bad
1.6,0.99534,9.3,bad
1.3,0.99232,9.8,bad
14.6,0.99805,9.2,bad
2.8,0.99078,12,good
1.6,0.99534,9.3,bad
3.3,0.99061,12.6,good
6.3,0.99182,12.2,bad
8.1,0.9966,11,bad
1.6,0.9912,12,good
10.6,0.99779,8.8,bad
11.8,0.99814,8.9,bad
1.7,0.99096,12.7,good
8.1,0.99379,11.8,bad
1.4,0.99426,10.2,bad
1.3,0.99228,9.9,bad
1.8,0.99335,11.1,bad
7.2,0.99595,9.4,bad
1.1,0.99297,9.7,bad
11.95,0.99687,9.7,bad
1.1,0.99297,9.7,bad
11.95,0.99687,9.7,bad
2.2,0.99445,9.8,bad
12.7,0.9986,9.3,bad
1.4,0.99154,10.5,bad
10.6,0.9981,9.3,bad
1.9,0.98993,12.6,good
17.8,1.00241,8.9,bad
10.2,0.99716,10.3,bad
4.8,0.99437,10.6,bad
9.8,0.9972,9,bad
8.4,0.99756,9.7,bad
7.2,0.99509,9.5,bad
4.8,0.99572,10.3,bad
8.4,0.99756,9.7,bad
4.5,0.99175,12.3,good
1.4,0.99254,10.5,bad
7.2,0.99509,9.5,bad
11,0.99676,10,bad
11.1,0.9979,8.8,bad
2.6,0.99194,10.9,bad
2,0.99077,12.2,bad
10.1,0.99782,9.5,bad
13.3,0.99942,10,bad
11.4,0.99708,9.6,bad
1.3,0.99353,8.7,bad
1.4,0.99256,10.7,good
1.4,0.99199,11.1,bad
7,0.9918,12.5,good
2,0.99354,10.4,bad
1.2,0.99244,11.5,bad
12.9,0.99831,9.4,bad
5,0.99396,9.3,bad
10.1,0.99724,10.1,bad
3.75,0.99524,9.7,bad
1.7,0.9927,10.5,bad
12.6,0.99802,9.7,bad
1.3,0.99512,9.2,bad
1.6,0.99438,9.8,bad
7.6,0.99679,9,bad
8.1,0.99652,9.1,bad
14.9,0.99698,10.4,bad
6,0.99474,10.7,bad
6,0.99511,10.5,good
7.2,0.99582,9.2,bad
3,0.99125,11.5,bad
1.2,0.99256,10.4,bad
2,0.9911,12,bad
4.9,0.99168,12.2,bad
2,0.9911,12,bad
8.9,0.99556,9.8,bad
16.45,1.00098,9.3,bad
2,0.99516,9.6,bad
1.9,0.99516,9.5,bad
5.1,0.99518,10.2,bad
4.4,0.99347,10.4,good
5.8,0.9929,11,bad
4.4,0.99347,10.4,good
12.9,0.99841,8.7,bad
1.3,0.99362,9.9,bad
1.3,0.99361,9.9,bad
1.2,0.9914,11.3,bad
2.7,0.99114,12,good
1.7,0.9925,10.7,good
8.2,0.99453,10.1,bad
1.5,0.9938,9.6,good
1.5,0.9938,9.6,bad
12.9,0.99806,8.7,bad
3.9,0.9961,10.3,bad
17.75,1.00016,9.1,bad
4.9,0.9916,11.8,bad
1.6,0.99116,11.9,bad
1.4,0.99319,10.3,bad
2,0.99517,10,bad
2,0.99514,10.2,bad
8.2,0.99566,10,bad
2.1,0.99166,12.7,bad
1.8,0.99587,9.6,bad
8.5,0.99558,9.5,bad
4.45,0.99117,12.7,bad
5.8,0.99399,11,bad
13,0.99741,9.1,bad
2.7,0.99405,10.2,bad
7.3,0.99622,10.1,bad
19.1,1.00051,9.2,bad
8.8,0.99803,9.4,bad
2.7,0.99405,10.2,bad
7.4,0.99773,9.2,bad
2.3,0.99397,10,bad
6.85,0.99622,10.1,bad
11.4,0.99713,9,bad
0.9,0.99274,9.5,bad
19.35,1.00118,9.1,bad
7.9,0.99176,13.3,good
11.75,0.9969,9.5,bad
7.7,0.99771,9.2,bad
3,0.99411,10.1,bad
7.7,0.99771,9.2,bad
3,0.99411,10.1,bad
1.5,0.99194,11.2,bad
7.5,0.99558,9.8,bad
1.5,0.99194,11.2,bad
7.5,0.99558,9.8,bad
8.3,0.99577,9.4,bad
7.05,0.99564,9,bad
8.4,0.99578,9.4,bad
13.9,0.99888,8.9,bad
17.5,1.00014,9.1,bad
5.6,0.99441,9.8,bad
9.4,0.99594,9.4,bad
4.8,0.99437,10,bad
9.4,0.99594,9.4,bad
9.7,0.9979,9.9,bad
6.3,0.99434,10,bad
1.6,0.99203,11.5,bad
14.6,0.998,9.2,bad
2.5,0.99316,10,bad
14.6,0.998,9.2,bad
2.6,0.99314,10,bad
2.5,0.99316,10,bad
8.2,0.99612,9.8,bad
1.5,0.99295,10.5,bad
2.3,0.99394,10.6,bad
10,0.99642,9.4,bad
10,0.99642,9.4,bad
1.6,0.99248,11,good
1.6,0.99268,10.8,bad
16,0.99954,9,bad
10.4,0.99692,9.6,bad
7.4,0.99592,10.6,bad
7.4,0.99592,10.6,bad
10.4,0.99692,9.6,bad
16.05,0.99822,9.2,bad
16.05,0.99822,9.2,bad
2.6,0.99402,9.5,bad
2.5,0.99404,9.5,bad
10.8,0.99787,10.3,good
1.2,0.99347,8.8,bad
12.1,0.99838,8.7,bad
11.95,0.99839,8.7,bad
1.7,0.99375,10.2,bad
0.8,0.99155,10.1,bad
1.4,0.9936,9.5,bad
1.3,0.99434,9.5,bad
6.3,0.9922,11.6,good
10.3,0.99571,10.7,bad
15.55,0.99658,10.1,bad
1.5,0.99076,11.1,good
1.5,0.99496,9.8,bad
1.4,0.9937,9,bad
1.5,0.99076,11.1,good
7.9,0.99542,9.5,bad
13,0.99825,9.4,bad
1,0.99289,10.2,bad
4.85,0.99432,9.8,bad
7.1,0.99523,9.5,bad
7.9,0.99542,9.5,bad
7.5,0.9959,9,bad
7.6,0.99543,10.1,bad
10.3,0.99662,8.8,bad
1.7,0.99088,11.9,bad
1.7,0.99088,11.9,bad
19.95,0.99922,9.3,bad
7.7,0.9966,10,bad
5.3,0.99466,9.5,bad
19.95,0.99922,9.3,bad
12.7,0.99836,9.7,bad
12.7,0.99836,9.7,bad
1.5,0.99238,10.2,bad
11.3,0.99645,10.8,bad
18.1,1,8.8,bad
18.1,1,8.8,bad
7,0.99376,11.4,bad
18.1,1,8.8,bad
6.4,0.99513,9.8,bad
1.4,0.99556,9.4,bad
1.4,0.99556,9.4,bad
3.1,0.99543,9.4,bad
14.1,0.99886,9.4,bad
7.7,0.99526,9.7,bad
5.2,0.99166,12.3,good
11.6,0.99691,9.8,bad
10.4,0.99732,9,bad
7.5,0.99573,9.2,bad
11.2,0.99656,9.4,bad
0.8,0.99112,9.9,bad
1.4,0.99214,9.8,bad
4.7,0.99165,12.3,good
3.1,0.99004,11.9,good
4,0.99463,10.2,bad
11.3,0.99683,9.5,bad
3.1,0.99004,11.9,good
8.1,0.99596,9.2,bad
14.8,0.99898,9.7,bad
1.4,0.99114,11.5,good
8.1,0.99508,10.4,good
3.5,0.99306,11.6,bad
14.8,0.99898,9.7,bad
8.1,0.99508,10.4,good
1.4,0.99114,11.5,good
1.5,0.99342,10.2,bad
1.5,0.99345,9.8,bad
12.8,0.99772,9,bad
1.6,0.99239,10.5,bad
7.1,0.99502,9.4,bad
7.1,0.99502,9.4,bad
11.2,0.99479,10.8,bad
1.7,0.99207,10.7,good
6.7,0.99497,10.6,bad
17.3,0.99828,9.2,bad
8.6,0.99542,9.5,bad
8.6,0.99542,9.5,bad
1.5,0.99228,10,bad
12.1,0.99706,10.6,bad
6.7,0.99497,10.6,bad
10.7,0.99669,10.6,bad
17.3,0.99828,9.2,bad
1.8,0.99269,11,bad
1.4,0.99196,11.2,bad
7.5,0.99662,9.6,bad
4.8,0.99475,9.4,bad
7.1,0.99544,9.5,bad
16.9,0.99944,9.3,bad
4.8,0.99475,9.4,bad
7.1,0.99544,9.5,bad
11.3,0.9966,9.4,bad
1.1,0.99066,11.2,good
1.2,0.9907,11.2,good
1.1,0.99066,11.2,good
12.9,0.998,8.8,bad
1.2,0.9907,11.2,good
1.1,0.99066,11.2,good
1.2,0.99307,9.4,bad
2.3,0.99106,11.1,bad
10,0.99696,9.6,bad
2.3,0.99106,11.1,bad
1.2,0.99307,9.4,bad
1.4,0.99167,10.6,bad
14.9,0.99902,8.9,bad
1.8,0.98992,12.3,good
1.8,0.99182,11.4,bad
7,0.99556,9.6,bad
