fixed acidity,volatile acidity,citric acid,pH,quality
7.6,0.32,0.58,3.15,bad
7.4,0.19,0.3,3.14,good
7.4,0.19,0.3,3.14,good
6.9,0.32,0.13,3.23,bad
6,0.34,0.24,3.25,good
7.6,0.32,0.58,3.15,bad
7.7,0.24,0.31,3.22,bad
8,0.36,0.43,3.4,bad
7.4,0.29,0.25,3.11,bad
6.6,0.32,0.27,3.24,bad
6.3,0.3,0.24,3.22,bad
6.4,0.33,0.24,3.29,bad
7.5,0.18,0.31,3.19,good
6.5,0.39,0.81,3.08,bad
6.8,0.25,0.18,3.11,bad
6.4,0.18,0.32,3.35,bad
7.1,0.18,0.32,2.92,bad
7.6,0.27,0.42,3.31,bad
9.2,0.23,0.35,3.09,bad
7.9,0.28,0.41,3.27,bad
7.1,0.18,0.32,2.92,bad
6.4,0.18,0.32,3.35,bad
6.8,0.25,0.18,3.11,bad
7,0.22,0.26,3.1,bad
7.3,0.18,0.29,3.09,bad
7.1,0.26,0.19,3.16,bad
6.6,0.25,0.42,3.24,bad
6.4,0.24,0.23,3.25,bad
6,0.28,0.27,3.23,bad
7.1,0.26,0.19,3.16,bad
7.8,0.24,0.38,3.21,bad
7.6,0.27,0.33,3.22,bad
7.7,0.39,0.34,3.26,bad
8.9,0.24,0.33,3,bad
6.6,0.23,0.24,3.15,good
7.1,0.26,0.3,3.19,bad
7,0.32,0.35,3.17,bad
7.4,0.24,0.26,3.18,good
6.9,0.21,0.33,3.63,bad
7,0.32,0.35,3.17,bad
7.4,0.17,0.29,3.52,bad
7.1,0.26,0.3,3.19,bad
8.5,0.28,0.34,3.13,bad
7.8,0.3,0.37,3.32,bad
8.1,0.25,0.38,3.21,bad
7.7,0.28,0.29,3.44,bad
6.5,0.24,0.36,3.28,good
7,0.22,0.32,2.98,bad
8.5,0.28,0.34,3.13,bad
8,0.45,0.28,3.06,good
6.9,0.23,0.33,3.42,bad
8,0.45,0.28,3.06,good
7.6,0.23,0.26,3.03,bad
7.7,0.28,0.58,3.08,bad
7.7,0.27,0.61,3.07,bad
7.1,0.2,0.36,2.92,good
6.9,0.25,0.35,3.21,bad
7.1,0.2,0.36,2.92,good
6.9,0.25,0.35,3.21,bad
8.4,0.2,0.31,2.96,bad
6.5,0.39,0.35,3.35,bad
7.2,0.23,0.38,3.17,bad
6.9,0.44,0.42,3.32,bad
7.1,0.28,0.19,3.16,bad
6.4,0.34,0.2,3.13,bad
6.1,0.15,0.29,3.6,bad
6.9,0.44,0.42,3.32,bad
7.2,0.29,0.18,3.16,bad
7.1,0.28,0.19,3.16,bad
6.1,0.23,0.45,3.05,bad
6.7,0.23,0.42,3.54,bad
7,0.36,0.14,3.13,bad
7.5,0.31,0.24,3.16,good
6.4,0.34,0.2,3.13,bad
6.1,0.15,0.29,3.6,bad
7.4,0.2,0.29,3.28,bad
6.3,0.27,0.18,3.23,bad
9.2,0.34,0.54,3.08,bad
7.4,0.18,0.29,3.54,good
7.2,0.29,0.2,3.16,bad
6.3,0.27,0.18,3.23,bad
6.2,0.26,0.19,3.14,bad
7.3,0.21,0.21,3.38,bad
7.1,0.14,0.35,2.97,bad
7.2,0.39,0.54,3.11,bad
7.6,0.48,0.28,3.24,bad
7.2,0.39,0.54,3.11,bad
7.6,0.48,0.28,3.24,bad
6.5,0.36,0.31,3.18,bad
8.5,0.25,0.31,3.06,bad
6.9,0.3,0.21,3.11,bad
6.6,0.19,0.43,3.52,bad
6.9,0.3,0.21,3.11,bad
9.4,0.42,0.32,3.08,bad
6.6,0.19,0.43,3.52,bad
6.3,0.2,0.3,3.47,bad
8.5,0.19,0.56,3.07,bad
7.3,0.19,0.25,3.53,good
6.7,0.25,0.26,3.39,bad
6.2,0.25,0.28,3.4,bad
6.1,0.46,0.32,3.35,bad
7.3,0.19,0.25,3.53,good
7.5,0.29,0.26,3.04,bad
6.7,0.31,0.18,3.17,bad
7.4,0.14,0.3,3.53,bad
6.7,0.31,0.18,3.17,bad
7.1,0.4,0.52,3.08,bad
6.4,0.16,0.25,3.61,bad
6.3,0.16,0.22,3.61,bad
7.4,0.33,0.26,3.06,bad
7.4,0.33,0.26,3.06,bad
7.4,0.33,0.26,3.06,bad
7.4,0.33,0.26,3.06,bad
6.6,0.41,0.24,3.17,bad
6.7,0.43,0.23,3.17,bad
7.4,0.33,0.26,3.06,bad
7.3,0.4,0.28,3.16,good
7.4,0.18,0.24,3.52,good
8.6,0.17,0.28,3.1,bad
6.5,0.32,0.23,3.18,bad
7.3,0.4,0.28,3.16,good
7,0.32,0.31,3.38,good
7.5,0.42,0.19,3.23,bad
6.9,0.28,0.31,3.29,good
6.5,0.29,0.42,3.24,bad
6.3,0.41,0.18,3.34,good
7,0.32,0.31,3.38,good
7.3,0.3,0.33,3.34,good
6.6,0.22,0.28,3.45,bad
6,0.26,0.18,3.21,bad
6.9,0.44,0.18,3.23,bad
7.5,0.42,0.2,3.06,bad
7,0.36,0.3,3.33,good
5.6,0.295,0.2,3.21,bad
6.8,0.21,0.55,2.93,bad
9.4,0.28,0.3,3.11,bad
8.1,0.28,0.34,3.14,bad
6.8,0.21,0.55,2.93,bad
7,0.22,0.26,3.34,good
9.4,0.28,0.3,3.11,bad
6.8,0.32,0.3,3.33,good
7,0.19,0.33,3.31,bad
7.7,0.42,0.38,3.4,bad
7.4,0.2,0.31,3.25,good
7.5,0.24,0.62,3.16,bad
7.5,0.26,0.59,3.17,bad
6.6,0.4,0.32,3.59,good
8,0.2,0.3,3.1,bad
4.6,0.445,0,3.79,bad
6.1,0.41,0.04,3.24,bad
7.6,0.2,0.34,3.35,bad
6.9,0.3,0.21,3.22,bad
7,0.35,0.17,3.13,bad
6.9,0.35,0.55,3.11,bad
7,0.35,0.17,3.13,bad
6.9,0.35,0.55,3.11,bad
7.6,0.3,0.4,3.19,bad
7.5,0.38,0.29,3.25,bad
7.5,0.3,0.32,2.95,bad
6.3,0.4,0.32,3.47,bad
6.8,0.37,0.28,3.45,good
7.5,0.23,0.35,3.44,bad
8.3,0.27,0.34,3.18,bad
6.8,0.26,0.22,3.29,bad
6.5,0.28,0.35,3.15,bad
7.2,0.34,0.3,3.48,bad
7,0.23,0.26,3.22,bad
7.7,0.29,0.29,3.49,bad
7.2,0.34,0.3,3.48,bad
7.7,0.4,0.27,3.21,good
6.7,0.17,0.27,3.4,bad
7,0.23,0.26,3.22,bad
8.1,0.24,0.26,3.11,bad
7.7,0.28,0.63,3.08,bad
7.5,0.23,0.29,3,bad
8.3,0.26,0.31,2.95,bad
7.9,0.46,0.4,3.06,bad
7.9,0.31,0.22,3.47,bad
7.9,0.25,0.34,3.11,bad
6.1,0.28,0.16,3.13,bad
7,0.18,0.26,3.39,good
6.5,0.21,0.28,3.43,bad
7.6,0.48,0.33,3.25,good
7.1,0.34,0.32,3.3,bad
8.9,0.21,0.37,3.2,bad
7.4,0.32,0.27,3.05,bad
6,0.495,0.27,3.03,bad
8.1,0.25,0.34,3.17,bad
8.2,0.25,0.46,3.28,bad
6.5,0.18,0.29,3.49,bad
6.7,0.24,0.26,3.42,bad
6.6,0.32,0.24,3.59,bad
7.6,0.32,0.35,3.19,bad
7.4,0.33,0.44,3.12,bad
7.2,0.3,0.3,3.15,bad
7.4,0.34,0.3,3.25,bad
6.1,0.16,0.29,3.68,bad
6.3,0.1,0.24,3.59,good
6.2,0.45,0.73,3.21,bad
6,0.33,0.18,3.28,bad
7.6,0.48,0.37,3.05,bad
7.2,0.2,0.3,3.3,bad
7,0.32,0.29,3.38,bad
7.2,0.2,0.3,3.3,bad
7,0.22,0.29,3.29,bad
9.4,0.23,0.56,3.1,bad
6.4,0.27,0.19,3.49,bad
6.4,0.27,0.19,3.49,bad
7,0.23,0.42,3.5,bad
6.9,0.15,0.28,3.24,good
6.7,0.26,0.29,3.28,bad
6.9,0.15,0.28,3.24,good
7.6,0.2,0.68,3.05,bad
6.9,0.3,0.29,3.29,bad
6.9,0.3,0.3,3.29,bad
7.6,0.21,0.35,3.06,bad
6.8,0.46,0.26,3.38,good
7,0.28,0.26,3.43,good
6.5,0.24,0.29,3.13,bad
6.4,0.17,0.34,3.25,good
6.4,0.17,0.34,3.25,bad
6.3,0.695,0.55,3.29,bad
7,0.27,0.29,3.54,bad
8.4,0.3,0.25,2.98,bad
6.5,0.19,0.27,3.17,bad
8,0.36,0.39,3.15,bad
6.1,0.16,0.24,3.66,bad
9.2,0.19,0.42,3.09,bad
9.2,0.16,0.49,3.1,bad
8,0.26,0.28,3.12,bad
8.8,0.33,0.36,2.96,bad
9.8,0.16,0.46,3.04,bad
6.6,0.23,0.18,3.16,bad
7.9,0.44,0.26,3.17,bad
7.6,0.31,0.27,3.34,bad
7.5,0.705,0.1,3.1,bad
7.1,0.21,0.28,3.35,bad
7,0.16,0.26,3.38,bad
8,0.27,0.25,3.05,bad
6.3,0.38,0.17,3.47,bad
7.1,0.21,0.28,3.35,bad
6.2,0.38,0.18,3.53,bad
8.2,0.24,0.3,2.98,bad
7,0.16,0.26,3.38,bad
7.3,0.815,0.09,3.15,bad
6.3,0.41,0.16,3.16,bad
6.1,0.36,0.41,3.39,bad
8.1,0.4,0.32,3.05,good
6.8,0.26,0.43,3.26,bad
6.2,0.44,0.18,3.56,bad
7.2,0.24,0.29,3.36,bad
6.2,0.44,0.18,3.56,bad
7.2,0.24,0.29,3.36,bad
7.3,0.22,0.26,3.27,bad
8.1,0.34,0.28,3.14,bad
7.3,0.22,0.26,3.27,bad
8.1,0.34,0.28,3.14,bad
6.4,0.28,0.17,3.22,bad
6.3,0.29,0.14,3.23,bad
6.4,0.27,0.17,3.21,bad
7.4,0.35,0.2,3.11,bad
8.3,0.28,0.27,3.02,bad
6.4,0.35,0.35,3.17,bad
6.9,0.43,0.28,3.17,bad
8,0.26,0.28,3.13,bad
6.9,0.43,0.28,3.17,bad
7.3,0.27,0.37,3.48,bad
6.8,0.46,0.26,3.14,bad
7.2,0.2,0.28,3.17,bad
7.6,0.285,0.32,3,bad
6.6,0.32,0.33,3.15,bad
7.6,0.285,0.32,3,bad
6.6,0.34,0.34,3.15,bad
6.6,0.32,0.33,3.15,bad
6.5,0.27,0.26,3.43,bad
6.6,0.26,0.27,3.36,bad
6.7,0.27,0.26,3.45,bad
6.6,0.56,0.15,3.28,bad
6.6,0.56,0.15,3.28,bad
7.3,0.19,0.27,3.38,good
6.3,0.2,0.26,3.53,bad
7.1,0.29,0.3,3.3,bad
7.8,0.32,0.33,3.07,bad
8.1,0.33,0.36,3.19,bad
8.1,0.33,0.36,3.19,bad
7.8,0.32,0.33,3.07,bad
6.6,0.33,0.24,3.08,bad
6.6,0.33,0.24,3.08,bad
8.2,0.26,0.33,2.89,bad
8.3,0.25,0.33,2.89,bad
7,0.26,0.26,3.47,good
6,0.26,0.15,3.08,bad
7.5,0.28,0.78,2.98,bad
7.5,0.27,0.79,2.98,bad
7,0.28,0.32,3.2,bad
5.2,0.16,0.34,3.25,bad
6.8,0.34,0.1,3.21,bad
7.6,0.25,0.34,3.1,bad
5.6,0.35,0.4,3.54,good
8.8,0.24,0.23,3.13,bad
6,0.29,0.21,3.11,bad
6.1,0.27,0.31,3.32,good
7.4,0.56,0.09,3.22,bad
6.8,0.29,0.49,3.08,bad
6.1,0.27,0.31,3.32,good
6.3,0.27,0.37,3.19,bad
6.6,0.24,0.3,3.37,bad
6.8,0.32,0.3,3.24,bad
6.4,0.37,0.37,3.1,bad
6.2,0.26,0.37,3.19,bad
6.3,0.27,0.37,3.19,bad
6.4,0.3,0.16,3.17,bad
8,0.28,0.32,3.1,bad
6.7,0.24,0.32,3.02,bad
7.9,0.27,0.27,2.97,bad
7.9,0.27,0.27,2.97,bad
6.1,0.28,0.24,3.19,bad
7.7,0.39,0.49,3.33,bad
6,0.2,0.24,3.21,bad
6.1,0.28,0.24,3.19,bad
7.6,0.31,0.23,3.16,bad
7.6,0.31,0.23,3.16,bad
6.3,0.18,0.22,3.19,bad
8.6,0.23,0.25,3.11,bad
6.8,0.21,0.36,3.27,bad
6.8,0.21,0.36,3.27,bad
6.9,0.26,0.31,3.32,bad
6.8,0.21,0.36,3.27,bad
6.4,0.31,0.4,3.14,bad
8.6,0.34,0.36,3.17,bad
8.6,0.34,0.36,3.17,bad
8.5,0.3,0.28,3.21,bad
7.4,0.4,0.41,3.2,bad
6.6,0.32,0.34,3.22,bad
7.1,0.34,0.31,3.35,good
6.6,0.26,0.25,3.33,bad
8,0.27,0.57,3.12,bad
6.2,0.28,0.45,3.26,bad
6.2,0.3,0.49,3.19,bad
5.6,0.175,0.29,3.28,bad
6.9,0.34,0.36,3.07,bad
6.9,0.34,0.3,3.36,good
7.1,0.12,0.3,3.02,good
7.1,0.32,0.29,3.27,bad
7.3,0.51,0.29,3.14,bad
7.1,0.12,0.3,3.02,good
6.3,0.24,0.55,3.24,bad
7.5,0.41,0.23,3.18,bad
6.5,0.18,0.33,3.36,good
7.3,0.17,0.24,3.17,good
8.2,0.2,0.38,3.22,bad
7.5,0.41,0.23,3.18,bad
7.3,0.17,0.24,3.17,good
6.5,0.18,0.33,3.36,good
7.3,0.16,0.35,3.27,bad
6.4,0.16,0.37,3.38,bad
6.6,0.42,0.13,3.24,bad
5.8,0.3,0.12,3.38,bad
6.7,0.54,0.27,3.16,bad
6.7,0.54,0.27,3.16,bad
6.4,0.22,0.3,3.21,bad
6.8,0.23,0.3,3.17,good
9,0.26,0.34,3.08,bad
6.5,0.23,0.25,3.15,bad
5.9,0.28,0.14,3.28,bad
5.9,0.28,0.14,3.28,bad
6.2,0.27,0.18,3.41,bad
9,0.29,0.34,3.13,bad
9,0.26,0.34,3.08,bad
8.9,0.27,0.34,3.13,bad
6.5,0.23,0.25,3.15,bad
6.9,0.32,0.3,3.24,bad
7.2,0.22,0.24,3.25,bad
6.7,0.5,0.38,3.32,bad
6.2,0.33,0.14,3.21,bad
6.3,0.26,0.42,3.2,bad
7.5,0.2,0.47,3.09,bad
6.2,0.33,0.14,3.21,bad
6.3,0.26,0.42,3.2,bad
6.6,0.36,0.52,3.07,bad
6.3,0.13,0.42,3.13,good
6.4,0.15,0.44,3.14,good
6.3,0.13,0.42,3.13,good
7.6,0.23,0.64,3,bad
6.4,0.15,0.44,3.14,good
6.3,0.13,0.42,3.13,good
5.7,0.255,0.65,3.2,bad
6.9,0.32,0.26,3.06,bad
6.9,0.28,0.22,3.08,bad
6.9,0.32,0.26,3.06,bad
5.7,0.255,0.65,3.2,bad
6.6,0.41,0.16,2.95,bad
7.3,0.37,0.16,3.13,bad
6.9,0.21,0.24,3.15,good
6.6,0.24,0.28,3.34,bad
6.8,0.28,0.36,3.16,bad
6.6,0.24,0.24,3.33,bad
6.6,0.24,0.28,3.34,bad
7,0.16,0.32,3.23,bad
7,0.14,0.28,3.46,bad
6.3,0.34,0.36,3.15,bad
6.8,0.26,0.24,3.18,bad
6.7,0.17,0.42,3.04,bad
6.5,0.27,0.4,3.18,bad
6.7,0.25,0.36,3.18,bad
5.8,0.3,0.27,3.4,good
6.4,0.28,0.56,3.1,bad
7.7,0.3,0.26,3.2,bad
6.8,0.18,0.3,3,good
6.8,0.18,0.3,3,good
6.8,0.18,0.3,3,good
6.8,0.18,0.3,3,good
6.8,0.18,0.3,3,good
6.8,0.18,0.3,3,good
5.1,0.14,0.25,3.22,bad
6.8,0.18,0.3,3,good
7.2,0.615,0.1,3.2,bad
6.9,0.13,0.28,3.34,bad
6.7,0.34,0.3,3.46,good
7.3,0.32,0.29,3.2,bad
6.3,0.21,0.29,3.22,bad
5.4,0.5,0.13,3.48,good
8.2,0.52,0.34,3.24,bad
7.8,0.28,0.31,3.23,bad
6.4,0.22,0.34,3.18,bad
7.8,0.28,0.31,3.23,bad
6.9,0.32,0.27,3.34,bad
6.8,0.11,0.42,3.18,good
6.2,0.26,0.32,3.31,bad
6.4,0.22,0.34,3.18,bad
6.7,0.3,0.29,3.31,good
6.7,0.3,0.29,3.31,good
7.1,0.2,0.3,3.2,bad
7.2,0.2,0.36,3.48,bad
8.9,0.26,0.33,3.13,bad
7.5,0.25,0.32,3.12,bad
7.1,0.2,0.3,3.2,bad
6.3,0.27,0.46,3.18,bad
6.5,0.3,0.39,3.19,bad
6.7,0.3,0.29,3.31,good
6.6,0.36,0.52,3.07,bad
6.15,0.21,0.37,3.39,bad
6.5,0.18,0.41,3.28,good
6.5,0.18,0.41,3.28,good
6.5,0.18,0.41,3.28,good
6.6,0.26,0.21,3.22,good
6.6,0.35,0.35,3.1,bad
6.5,0.28,0.28,3.14,bad
6.6,0.36,0.52,3.07,bad
6.6,0.26,0.21,3.22,good
6.5,0.18,0.41,3.28,good
6.15,0.21,0.37,3.39,bad
4.5,0.19,0.21,3.34,bad
8,0.24,0.26,3.44,good
7.8,0.17,0.23,3.37,good
7,0.24,0.24,3.47,bad
5.8,0.6,0,3.56,bad
5.9,0.445,0.26,3.3,bad
6.7,0.28,0.28,3.26,good
6.8,0.44,0.2,3.13,bad
7.2,0.24,0.27,3.2,bad
8.7,0.31,0.73,2.96,bad
8.2,0.32,0.26,3.1,bad
7.2,0.24,0.27,3.2,bad
8.7,0.31,0.73,2.96,bad
7.5,0.13,0.38,3.28,bad
9.2,0.14,0.37,3.05,bad
7.4,0.2,0.37,3.14,bad
6.1,0.15,0.35,3.24,bad
7.6,0.23,0.4,3.17,bad
8.1,0.33,0.22,3.22,bad
7.15,0.17,0.24,3.15,bad
6.7,0.12,0.3,3.33,good
5.7,0.18,0.36,3.7,good
5.8,0.15,0.28,3.24,bad
6.6,0.23,0.29,3.33,bad
7.15,0.17,0.24,3.15,bad
7,0.34,0.39,3.11,bad
6.4,0.68,0.26,3.18,bad
7.3,0.22,0.31,3.06,good
6.4,0.28,0.27,3.14,bad
6.9,0.4,0.22,3.4,bad
6.8,0.19,0.23,3.23,bad
7.1,0.23,0.24,3.19,bad
6.45,0.14,0.42,3.27,good
6.5,0.15,0.44,3.26,good
7.1,0.15,0.34,3.24,bad
6.7,0.33,0.34,3.11,bad
7.2,0.3,0.26,3.19,bad
7,0.23,0.33,3.04,bad
8,0.13,0.25,2.98,good
6.2,0.21,0.34,3.32,good
8.3,0.4,0.41,3.39,bad
5.9,0.34,0.31,3.4,good
6.6,0.12,0.25,3.2,good
9.6,0.655,0.21,3,bad
6.8,0.26,0.4,3.2,bad
5.9,0.34,0.31,3.4,good
5.9,0.3,0.3,3.41,good
7,0.15,0.3,3.2,good
7.9,0.37,0.31,3.19,bad
7.2,0.35,0.25,2.93,good
7.2,0.32,0.24,2.92,good
7.6,0.1,0.33,3.06,bad
6.2,0.25,0.31,3.18,bad
7.1,0.31,0.17,3.13,bad
7.6,0.18,0.28,3.2,bad
8,0.17,0.29,3.03,bad
7.2,0.19,0.27,2.99,bad
7.6,0.32,0.25,3.1,bad
7.1,0.31,0.17,3.13,bad
6.6,0.21,0.29,3.37,bad
7,0.16,0.36,3.11,good
8,0.17,0.29,3.03,bad
6.6,0.24,0.38,3.21,bad
7.2,0.19,0.27,2.99,bad
7.6,0.18,0.28,3.2,bad
6.9,0.3,0.25,3.18,bad
6.2,0.28,0.27,3.2,bad
6.9,0.31,0.32,3.05,bad
6.7,0.23,0.25,3.3,bad
6.2,0.28,0.27,3.2,bad
5.7,0.23,0.28,3.28,bad
6.5,0.22,0.5,3.02,bad
7,0.18,0.37,3.18,bad
6.9,0.31,0.32,3.05,bad
6.9,0.3,0.25,3.18,bad
6.5,0.46,0.31,3.26,good
6.5,0.23,0.36,3.26,bad
6.5,0.23,0.36,3.26,bad
6.5,0.23,0.36,3.26,bad
6.6,0.26,0.38,3.19,bad
6.7,0.26,0.39,3.19,bad
7.5,0.28,0.39,3.16,bad
6.5,0.23,0.36,3.26,bad
6.8,0.23,0.42,3.22,bad
7.8,0.25,0.34,3.22,bad
7.8,0.25,0.34,3.22,bad
5.6,0.2,0.22,3.74,bad
6.4,0.21,0.44,3.24,bad
6.8,0.23,0.42,3.22,bad
6.8,0.24,0.37,3.2,bad
7.8,0.25,0.28,3.14,bad
7.8,0.25,0.34,3.22,bad
6.8,0.16,0.29,3.2,bad
5.2,0.28,0.29,3.24,bad
7.5,0.18,0.31,3.03,bad
7.5,0.26,0.3,3.15,good
8.2,0.37,0.64,2.99,bad
7.6,0.4,0.27,3.22,good
7.5,0.26,0.25,3.45,bad
7.5,0.18,0.31,3.03,bad
6.9,0.23,0.32,3.22,bad
5.3,0.2,0.31,3.41,bad
6.5,0.17,0.31,3.06,bad
6.5,0.35,0.28,3.16,bad
6.5,0.29,0.31,3.27,good
6.8,0.3,0.22,3.18,bad
7.9,0.51,0.36,3.09,bad
7.9,0.51,0.34,3.09,bad
6.5,0.29,0.31,3.27,good
7.1,0.29,0.28,3.13,bad
6.5,0.35,0.28,3.16,bad
6.5,0.17,0.31,3.06,bad
7.4,0.2,0.28,3.16,good
6.9,0.615,0.42,3.19,bad
6.8,0.32,0.28,3.08,good
6.3,0.2,0.19,3.16,bad
6.9,0.615,0.42,3.19,bad
8,0.23,0.28,3.26,bad
6.7,0.27,0.33,3.08,bad
6.7,0.27,0.33,3.08,bad
6.7,0.44,0.22,3.26,good
7,0.34,0.3,2.99,bad
7.3,0.26,0.33,3.1,bad
5.8,0.17,0.34,3.38,good
7.3,0.26,0.33,3.1,bad
5.8,0.17,0.34,3.38,good
6.8,0.17,0.36,3.19,bad
7.1,0.43,0.3,3.18,bad
5.8,0.315,0.27,3.37,good
5.9,0.17,0.28,3.13,bad
6.6,0.34,0.18,3.42,bad
8.6,0.33,0.34,3.17,bad
5.6,0.12,0.26,3.36,bad
5.8,0.13,0.26,3.36,bad
7.7,0.18,0.35,3.24,bad
7.7,0.16,0.36,3.25,bad
6,0.26,0.15,3.14,bad
7.3,0.32,0.35,3.24,bad
7.7,0.3,0.34,3.18,bad
7.9,0.16,0.3,3.12,bad
6.4,0.27,0.29,3.18,bad
6.9,0.16,0.37,2.93,bad
7.9,0.16,0.3,3.12,bad
7.7,0.3,0.34,3.18,bad
7.3,0.32,0.35,3.24,bad
6.4,0.44,0.44,3.26,good
6.3,0.2,0.24,3.8,bad
6.2,0.29,0.32,3.31,good
7.6,0.39,0.32,3.08,good
7,0.36,0.32,3.09,good
7,0.36,0.32,3.09,good
7,0.36,0.32,3.09,good
7.6,0.2,0.36,3.29,bad
7.6,0.39,0.32,3.08,good
6.7,0.2,0.37,3.11,bad
6.2,0.235,0.34,3.4,bad
7.8,0.965,0.6,3.39,bad
7.1,0.2,0.31,3.31,bad
7.1,0.2,0.31,3.31,bad
7.1,0.2,0.31,3.31,bad
6.4,0.24,0.25,3.17,bad
8,0.3,0.36,3.05,bad
6.4,0.24,0.25,3.17,bad
6.9,0.4,0.42,3.12,bad
6.9,0.4,0.43,3.11,bad
7.1,0.2,0.31,3.31,bad
6.6,0.25,0.51,3.22,bad
6.8,0.26,0.44,3.2,bad
6.5,0.37,0.3,3.22,good
6.8,0.35,0.53,3.07,bad
6.4,0.22,0.32,3.13,good
6.5,0.37,0.3,3.22,good
6.8,0.35,0.53,3.07,bad
6.9,0.31,0.32,3.19,good
6.7,0.16,0.37,3.19,good
6.6,0.25,0.51,3.22,bad
6.8,0.26,0.44,3.2,bad
5.6,0.15,0.31,3.3,bad
5.5,0.15,0.32,3.26,good
6.4,0.22,0.32,3.13,good
7.3,0.2,0.26,3.34,bad
7.5,0.17,0.71,3.03,bad
7.5,0.18,0.72,3.03,bad
7,0.27,0.48,3.2,bad
5.8,0.32,0.31,3.44,good
7.8,0.26,0.31,2.99,good
7.4,0.3,0.32,3.17,bad
6.7,0.16,0.34,3.34,bad
5.8,0.32,0.31,3.44,good
6.7,0.19,0.39,3.31,good
6.6,0.36,0.24,3.23,bad
7.2,0.17,0.41,3.19,bad
6.7,0.19,0.39,3.31,good
6,0.11,0.47,2.91,bad
6,0.21,0.34,3.44,bad
6.7,0.325,0.82,2.99,bad
6.6,0.4,0.46,3.5,bad
6.5,0.2,0.24,3.22,bad
7.6,0.27,0.34,3.06,bad
7.2,0.26,0.4,3.18,bad
6.3,0.25,0.22,3.16,bad
6.5,0.22,0.45,3.23,bad
6.4,0.14,0.31,3.38,good
6.4,0.14,0.31,3.38,good
7.1,0.26,0.32,3.17,bad
6.6,0.22,0.34,3.22,bad
6.6,0.45,0.43,3.12,bad
6.6,0.17,0.3,3.17,bad
7.2,0.44,0.28,3.21,good
6.2,0.15,0.27,3.28,bad
6.3,0.25,0.22,3.16,bad
6.5,0.22,0.45,3.23,bad
7.3,0.26,0.3,3.21,bad
6.9,0.15,0.29,3.1,good
5.8,0.22,0.29,3.14,good
6.5,0.37,0.33,3.18,bad
5.5,0.375,0.38,3.29,bad
5.9,0.2,0.4,3.2,bad
5.9,0.22,0.38,3.2,bad
8,0.22,0.31,3.1,bad
6.5,0.22,0.29,3.15,good
6.9,0.15,0.29,3.1,good
5.8,0.2,0.34,3.5,bad
6.6,0.31,0.07,3.16,bad
7.7,0.43,0.37,3.02,bad
6.7,0.24,0.29,3.03,bad
7.3,0.23,0.34,3.04,bad
7.9,0.2,0.39,3.08,bad
5.3,0.16,0.39,3.57,bad
6.4,0.21,0.28,3.15,bad
6.9,0.33,0.26,3.25,good
5.6,0.18,0.58,3.51,good
6.6,0.29,0.31,3.24,good
6.9,0.33,0.26,3.25,good
6.6,0.21,0.36,3.24,bad
7.3,0.21,0.33,3.11,bad
6.4,0.21,0.28,3.15,bad
5.1,0.11,0.32,3.57,bad
6.5,0.15,0.32,3.18,bad
5.3,0.16,0.39,3.57,bad
5.6,0.19,0.46,3.36,bad
5.6,0.18,0.58,3.51,good
6.7,0.48,0.32,3.15,good
6.2,0.23,0.23,3.05,bad
6,0.17,0.29,3.14,bad
6.7,0.48,0.32,3.15,good
6.7,0.15,0.38,3.09,bad
4.2,0.17,0.36,3.65,good
5.8,0.21,0.32,3.23,good
5.4,0.23,0.36,3.24,good
6.7,0.15,0.38,3.09,bad
6.4,0.22,0.31,3.21,bad
6.5,0.15,0.55,2.97,bad
5.9,0.32,0.33,3.37,bad
5.7,0.37,0.3,3.18,bad
7.9,0.25,0.35,2.93,bad
7.2,0.21,0.28,2.99,good
7,0.24,0.3,3.2,bad
6.8,0.475,0.33,3.23,good
7,0.28,0.32,3.12,good
6.9,0.4,0.3,3.15,bad
6.6,0.41,0.31,3.13,bad
6.4,0.2,0.28,3.31,bad
8.5,0.22,0.34,3.04,bad
8.4,0.36,0.36,2.95,bad
5.2,0.285,0.29,3.19,good
6.9,0.2,0.3,3.16,bad
6.7,0.42,0.46,3.23,bad
6.2,0.16,0.34,3.33,good
6.4,0.125,0.36,3.15,good
6.4,0.44,0.26,3.58,bad
7,0.31,0.39,3.37,bad
6.7,0.42,0.46,3.23,bad
8.6,0.18,0.28,2.99,bad
6.2,0.21,0.26,3.31,bad
6.1,0.16,0.37,3.4,bad
6.5,0.22,0.32,3.27,good
6.2,0.36,0.14,3.27,bad
5.7,0.21,0.25,3.31,bad
6.4,0.25,0.32,3.31,good
7.6,0.31,0.26,3.1,bad
6.6,0.26,0.46,3.2,bad
5.7,0.21,0.25,3.31,bad
6.2,0.2,0.31,3.24,bad
6.2,0.18,0.3,3.23,bad
6.1,0.37,0.2,3.22,bad
6.2,0.36,0.14,3.27,bad
6.5,0.22,0.32,3.27,good
7.7,0.18,0.3,3.03,bad
6.9,0.14,0.38,3.03,bad
6.9,0.14,0.38,3.03,bad
6,0.44,0.26,3.22,bad
7.1,0.36,0.4,3.2,good
5.7,0.28,0.28,3.06,bad
6.4,0.16,0.32,3.19,bad
7.4,0.28,0.4,3.01,bad
6.7,0.39,0.31,3.46,bad
6.5,0.44,0.47,3.13,good
6.9,0.22,0.31,3.08,bad
6.6,0.22,0.29,3.05,bad
