Cocktail Name;Category;Alcoholic;Glassware;Preparation;PreparationDE;PreparationIT;DrinkThumb;Ingredients
Frozen Mint Daiquiri;Ordinary Drink;Alcoholic;Old-fashioned glass;Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into an old-fashioned glass and serve.;Alle Zutaten mit 1 Tasse Crushed Ice in einem Elektromixer bei niedriger Geschwindigkeit für kurze Zeit mischen. In ein old-fashioned Glas geben und servieren.;Unire tutti gli ingredienti (tranne la ciliegia) in un frullatore elettrico e frullare a bassa velocità per cinque secondi, quindi frullare ad alta velocità fino a quando non si rassoda.Versare il contenuto in una flûte da champagne, guarnire con la ciliegia e servire.;https://www.thecocktaildb.com/images/media/drink/jrhn1q1504884469.jpg;1 tsp Sugar, 6 Mint, 1 tblsp Lime juice, 2 oz Light rum
Frozen Pineapple Daiquiri;Ordinary Drink;Alcoholic;Cocktail Glass;Combine all ingredients with 1 cup of crushed ice in an electric blender. Blend at a low speed for a short length of time. Pour into a cocktail glass and serve.;Alle Zutaten mit 1 Tasse Crushed Ice in einem Elektromixer bei niedriger Geschwindigkeit für kurze Zeit mischen. In ein Champagner Glas geben und servieren.;Unisci tutti gli ingredienti con 1 tazza di ghiaccio tritato in un frullatore elettrico. Frullare a bassa velocità per un breve periodo di tempo.Versare in un bicchiere vecchio stile e servire.;https://www.thecocktaildb.com/images/media/drink/k3aecd1582481679.jpg;1/2 tsp Sugar, 1 tblsp Lime juice, 4 chunks Pineapple, 1 1/2 oz Light rum
GG;Ordinary Drink;Optional alcohol;Collins Glass;Pour the Galliano liqueur over ice. Fill the remainder of the glass with ginger ale and thats all there is to it. You now have a your very own GG.;Den Galliano-Likör über Eis gießen. Füllen Sie den Rest des Glases mit Ginger Ale und das ist alles, was dazu gehört. Du hast jetzt ein eigenes GG.;Versare il liquore Galliano su ghiaccio.  Riempi il resto del bicchiere con ginger ale e questo è tutto.  Ora hai il tuo GG personale.;https://www.thecocktaildb.com/images/media/drink/vyxwut1468875960.jpg;Ice, Ginger ale, 2 1/2 shots Galliano
Gimlet;Cocktail;Alcoholic;Martini Glass;Add all the ingredients to a shaker and fill with ice.    Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.    Garnish with a lime wheel.;Alle Zutaten in einen Shaker geben und mit Eis füllen. Schütteln und in ein gekühltes Cocktailglas oder ein mit frischem Eis gefülltes Old Fashioned Glas abseihen. Mit einer Limettenscheibe garnieren.;Aggiungere tutti gli ingredienti in uno shaker e riempire di ghiaccio, shakerare e filtrare in una coppetta da cocktail ghiacciata o in un bicchiere riempito con ghiaccio fresco.;https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg;1 Lime, 1/2 oz Sugar Syrup, 1/2 oz Lime Juice, 2 1/2 oz Gin
Gin Fizz;Ordinary Drink;Alcoholic;Highball glass;Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.;Alle Zutaten mit Eiswürfel schütteln, außer Sodawasser. In das Glas gießen. Mit Sodawasser auffüllen.;Shakerare tutti gli ingredienti con cubetti di ghiaccio, tranne l'acqua gassata. Versare nel bicchiere. Completare con acqua gassata.;https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg;Carbonated water, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Gin
Gin Sour;Ordinary Drink;Alcoholic;Whiskey sour glass;In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.;In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Gin, Zitronensaft und Zucker mischen. Gut schütteln. In ein Sour Glas abseihen und mit der Orangenscheibe und der Kirsche garnieren.;In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, il succo di limone e lo zucchero.Filtrare in un bicchiere e guarnire con la fetta d'arancia e la ciliegia.Agitare bene.;https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg;1 Maraschino cherry, 1 Orange, 1/2 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Gin
Godchild;Ordinary Drink;Alcoholic;Champagne flute;Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.;Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Sektglas abseihen und servieren.;Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in un flute da champagne e servire.;https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg;1 oz Heavy cream, 1 oz Amaretto, 1 oz Vodka
Gin Daisy;Ordinary Drink;Alcoholic;Old-fashioned glass;In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.;In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Wein, Zitronensaft, Zucker und Grenadine vermengen. Gut schütteln. In ein old-fashioned Glas geben und mit der Kirsche und der Orangenscheibe garnieren.;In uno shaker riempito a metà con cubetti di ghiaccio, unire il vino, il succo di limone, lo zucchero e la granatina.Versare in un bicchiere vecchio stile e guarnire con la ciliegia e la fetta d'arancia.Agitare bene.;https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg;1 Orange, 1 Maraschino cherry, 1/2 tsp Grenadine, 1/2 tsp superfine Sugar, 1 oz Lemon juice, 2 oz Gin
Gin Sling;Ordinary Drink;Alcoholic;Old-fashioned glass;Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.;Puderzucker in einer Mischung aus Wasser und Zitronensaft auflösen. Gin hinzufügen. In ein old-fashioned Glas über Eiswürfel gießen und umrühren. Die  Orangenspirale hinzufügen und servieren.;Sciogliere lo zucchero a velo in una miscela di acqua e succo di limone. Aggiungi il gin. Versare in un bicchiere vecchio stile con dei cubetti di ghiaccio e mescolare.Aggiungere la scorza d'arancia e servire.;https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg;Twist of Orange peel, 1 tsp Water, 1 tsp Powdered sugar, Juice of 1/2 Lemon, 2 oz Gin
Gin Smash;Ordinary Drink;Alcoholic;Old-fashioned glass;Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.;Den Zucker mit kohlensäurehaltigem Wasser und Minzzweigen in einem old-fashioned Glas vermengen. Gin und 1 Eiswürfel dazugeben. Umrühren, die Orangenscheibe und die Kirsche dazugeben und servieren.;Pestare lo zucchero con acqua gassata e rametti di menta in un bicchiere vecchio stile.Aggiungi il gin e 1 cubetto di ghiaccio.Mescolate, aggiungete la fetta d'arancia e la ciliegia e servite.;https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg;1 Cherry, 1 slice Orange, 4 Mint, 1 cube Sugar, 1 oz Carbonated water, 2 oz Gin
Gin Toddy;Ordinary Drink;Alcoholic;Old-fashioned glass;Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.;Puderzucker und Wasser in einem old-fashioned Glas mischen. Gin und einen Eiswürfel dazugeben. Umrühren, Zitronenschale hinzufügen und servieren.;Mescolare lo zucchero a velo e l'acqua in un bicchiere vecchio stile. Aggiungi il gin e un cubetto di ghiaccio. Mescolare, aggiungere la scorza di limone e servire.;https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg;1 twist of Lemon peel, 1/2 tsp Powdered sugar, 2 tsp Water, 2 oz Gin
Godfather;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.;Alle Zutaten direkt in ein old-fashioned Glas mit Eiswürfeln geben. Vorsichtig umrühren.;Versare tutti gli ingredienti direttamente nel bicchiere vecchio stile riempito di cubetti di ghiaccio. Mescola delicatamente.;https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg;3/4 oz Amaretto, 1 1/2 oz Scotch
Godmother;Ordinary Drink;Alcoholic;Old-fashioned glass;Pour vodka and amaretto into an old-fashioned glass over ice and serve.;Wodka und Amaretto in ein old-fashioned Glas über Eis gießen und servieren.;Versare la vodka e l'amaretto in un bicchiere vecchio stile con ghiaccio e servire.;https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg;3/4 oz Amaretto, 1 1/2 oz Vodka
Gagliardo;Cocktail;Alcoholic;Cocktail glass;Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.;Gut schütteln und in einem Cocktailglas servieren. Dies ist ein Cocktail aus American/Internet Bar del Pozzo, Pavia, Italien.;Shakerare bene e servire in una coppetta da cocktail.Questo è un cocktail casalingo dell'American / Internet Bar del Pozzo, Pavia, Italia.;https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg;1 part Sirup of roses, 1 part Galliano, 3 parts Lemon juice, 5 parts Peach Vodka
Gluehwein;Punch / Party Drink;Optional alcohol;Irish coffee cup;Boil sugar and spices in water, leave in the water for 30 minutes. Strain the spiced water and mix with the wine. Heat slowly until short of boiling temperature. (To remove alcohol, let it boil for a while.) You may add lemon or orange juice to taste. Serve in irish coffee cup.;Zucker und Gewürze in Wasser kochen, 30 Minuten im Wasser ziehen lassen. Das gewürzte Wasser abgießen und mit dem Wein mischen. Langsam erhitzen, bis die Siedetemperatur erreicht ist. (Um Alkohol zu entfernen, lassen Sie ihn eine Weile kochen.) Sie können Zitronen- oder Orangensaft nach Belieben hinzufügen. In einer irischen Kaffeetasse servieren.;Far bollire lo zucchero e le spezie in acqua, lasciare in acqua per 30 minuti.  Filtrate l'acqua speziata e mescolatela con il vino.  Riscaldare lentamente fino a raggiungere la temperatura di ebollizione.  (Per rimuovere l'alcol, lascialo bollire per un po '.) Puoi aggiungere succo di limone o arancia a piacere.  Servire in tazza di caffè irlandese.;https://www.thecocktaildb.com/images/media/drink/vuxwvt1468875418.jpg;1 tblsp Lemon peel, 3 Cloves, 1 Cinnamon, 60 gr Sugar, 125 ml Water, 1 L Red wine
Greyhound;Cocktail;Alcoholic;Collins glass;Add the vodka to a Collins glass filled with ice. Top with grapefruit juice and stir.;Den Wodka in ein mit Eis gefülltes Collins-Glas geben. Mit Grapefruitsaft übergießen und umrühren.;Versa la vodka in un bicchiere Collins pieno di ghiaccio, aggiungi il succo di pompelmo e mescola.;https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg;3 oz Grapefruit Juice, 1 1/2 oz Vodka
Gin Cooler;Ordinary Drink;Alcoholic;Collins glass;Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.;Puderzucker und 6 cl. kohlensäurehaltiges Wasser in einem Collins-Glas verrühren. Das Glas mit Eis füllen und Gin hinzufügen. Mit kohlensäurehaltigem Wasser auffüllen und umrühren. Fügen Sie die Zitronenschale und die Orangenspirale so hinzu, dass das Ende der Orangenspirale über den Glasrand baumelt.;Mescolare lo zucchero a velo 56g e acqua gassata in un bicchiere Collins. Riempi il bicchiere di ghiaccio e aggiungi il gin. Riempi con acqua gassata e mescola. Aggiungere la scorza di limone e la spirale di arancia in modo che l'estremità della spirale penda sul bordo del vetro.;https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg;Lemon peel, Orange spiral, Powdered sugar, Carbonated water, 2 oz Gin
Gin Squirt;Ordinary Drink;Alcoholic;Highball glass;Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.;N/A;Mescolare gin, granatina e zucchero a velo con ghiaccio e filtrare in un bicchiere highball su cubetti di ghiaccio. Riempi con acqua gassata e mescola. Decorare con i pezzi di ananas e le fragole e servire.;https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg;Carbonated water, 2 Strawberries, 3 chunks Pineapple, 1 tblsp Powdered sugar, 1 tsp Grenadine, 1 1/2 oz Gin
Grand Blue;Ordinary Drink;Alcoholic;Old-fashioned glass;Serve in an old fashioned glass.;In einem old-fashioned Glas servieren.;Versare tutti gli ingredienti in un bicchiere, mescola bene.;https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg;3 cl Sweet and sour, 1 1/2 cl Blue Curacao, 1 1/2 cl Peach schnapps, 1 1/2 cl Malibu rum
Gin Rickey;Cocktail;Alcoholic;Highball glass;Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.;Füllen Sie ein hohes Glas halb mit Eis. Gin und Grenadine vermischen und über das Eis gießen. Limetten- oder Zitronensaft hinzufügen und mit Sodawasser auffüllen. Das Glas mit Limetten- und/oder Zitronenscheiben dekorieren.;Riempi a metà un bicchiere alto di ghiaccio.  Mescolare il gin e la Grenadine e versare sul ghiaccio.  Aggiungere il succo di lime o limone e completare con acqua gassata.  Decorare il bicchiere con lime e / o fettine di limone.;https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg;Garnish Lime, Top up with Soda Water, Juice of 1/2 lemon, 1 tsp Grenadine, 2 oz Gin
Gin Swizzle;Ordinary Drink;Alcoholic;Highball glass;In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.;In einem Shaker, der halb mit Eiswürfeln gefüllt ist, Limettensaft, Zucker, Gin und Bitter vermengen. Gut schütteln. Füllen Sie ein gekühltes Glas mit Eiswürfel. Rühren Sie, bis das Glas mattiert ist. Die Mischung im Shaker in das Glas abseihen und das Club-Soda hinzufügen.;In uno shaker riempito a metà con cubetti di ghiaccio, unisci il succo di lime, lo zucchero, il gin e il bitter, agitare bene. Riempi quasi a l'orlo un bicchiere Collins con dei cubetti di ghiaccio. Mescolare fino a quando il bicchiere è ghiacciato. Filtrare la miscela nello shaker e versala nel bicchiere, infine aggiungere la soda club.;https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg;3 oz Club soda, 1 dash Bitters, 2 oz Gin, 1 tsp superfine Sugar, 1 1/2 oz Lime juice
Grass Skirt;Ordinary Drink;Alcoholic;Old-fashioned glass;In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.;In einem Shaker, der halb mit Eiswürfel gefüllt ist, den Gin, die Triple Sec, Ananassaft und Grenadine miteinander vermengen. Gut schütteln. In ein old-fashioned Glas geben und mit der Ananasscheibe garnieren.;In uno shaker riempito a metà con cubetti di ghiaccio, unisci il gin, il triple sec, il succo d'ananas e la granatina, versare in un bicchiere vecchio stile e guarnire con la fetta di ananas. Agitare bene;https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg;1 Pineapple, 1/2 tsp Grenadine, 1 oz Pineapple juice, 1 oz Triple sec, 1 1/2 oz Gin
Grim Reaper;Ordinary Drink;Alcoholic;Old-fashioned glass;Mix Kahlua and 151 in glass. Quickly add ice and pour grenadine over ice to give ice red tint.;Kahlua und 151 in einem Glas mischen. Füge schnell Eis hinzu und gieße Grenadine über das Eis, um eine rötliche Farbe zu erhalten.;Mescola Kahlua e 151 nel bicchiere.  Aggiungi rapidamente il ghiaccio e versa la granatina sul ghiaccio per dare una sfumatura rosso ghiaccio.;https://www.thecocktaildb.com/images/media/drink/kztu161504883192.jpg;1 dash Grenadine, 1 oz Bacardi 151 proof rum, 1 oz Kahlua
