residual sugar,alcohol,density,quality
10.2,10.9,0.99469,good
9.8,10.9,0.99406,good
6.3,11.4,0.99305,good
1.1,11,0.99096,bad
4.5,12.6,0.98956,good
6.3,11.6,0.9921,good
10.9,10.5,0.99496,good
9.8,10.9,0.99406,good
9.8,10.9,0.99406,good
0.8,12.5,0.9888,bad
0.8,12.1,0.98942,good
1.2,11.3,0.99082,bad
1.3,13.3,0.98802,good
9.8,10.9,0.99406,good
10.2,10.9,0.99469,good
10.9,10.5,0.99496,good
6.3,11.6,0.9921,good
6.3,11.4,0.99305,good
1.2,11,0.99074,bad
0.9,12.1,0.98968,bad
1.1,11,0.99096,bad
4.5,12.6,0.98956,good
3.7,13,0.9887,good
18.1,8.8,0.99941,bad
1.35,9.5,0.99388,bad
5.5,11.8,0.99206,bad
3.1,12.2,0.99035,bad
12.85,10.7,0.99581,bad
19.8,11,0.9976,bad
8.25,11.4,0.99362,bad
12.85,10.7,0.99581,bad
3.8,12,0.99016,bad
6.9,11.9,0.99176,good
8.25,11.4,0.99362,bad
11.7,11.8,0.99439,bad
4.6,10.6,0.99458,bad
4,9.7,0.99418,bad
19.8,11,0.9976,bad
12.85,10.7,0.99581,bad
1.2,11,0.99178,good
8.9,10.5,0.99456,bad
11.7,10.4,0.99578,bad
6.2,10.5,0.99546,bad
14.8,12,0.99518,good
14.8,12,0.99518,good
10.8,9.2,0.99646,bad
1.6,10.9,0.99264,bad
8.3,9.5,0.99578,bad
8.4,9.4,0.99604,bad
2.5,11.3,0.99014,good
3.5,10.4,0.99489,bad
17.2,9.4,0.99884,bad
2.1,11.3,0.99054,bad
12.2,8.8,0.99782,bad
11.8,10.8,0.99519,bad
16.8,9.4,0.99882,bad
17.2,9.4,0.99884,bad
1.1,9.2,0.9931,bad
14.7,10.3,0.99666,bad
5.5,9.9,0.99324,bad
6.1,12.4,0.99086,bad
1.2,11.9,0.9908,bad
1.3,11.7,0.99067,bad
8.7,9.4,0.99711,bad
1.7,9.6,0.99452,bad
8.7,9.4,0.99711,bad
10.2,10.4,0.9945,good
4.5,9.5,0.99427,bad
5.9,11.9,0.99152,bad
1.7,12.5,0.98935,bad
1.4,13.4,0.98876,bad
5.4,12.7,0.99174,bad
7.9,9.1,0.99572,bad
1.1,10.5,0.99184,bad
7,10.4,0.99454,bad
7,10.4,0.99454,bad
7.6,12.5,0.99164,good
7,10.4,0.99454,bad
12.3,9,0.99778,bad
15.3,9.8,0.9975,bad
12.3,9,0.99778,bad
1.2,10.7,0.99205,bad
2.3,12.4,0.98962,bad
6.1,12.5,0.99118,good
7.6,12.5,0.99164,good
10.2,12.1,0.99274,good
4.1,11.3,0.99184,bad
2.9,12,0.99052,bad
8.5,10.4,0.99546,bad
1.5,12.2,0.98972,good
3.1,8.6,0.9942,bad
7.9,9.1,0.99572,bad
3.5,12.1,0.99022,bad
4.9,12,0.99253,bad
1.1,10.5,0.99184,bad
7,10.4,0.99454,bad
1.2,11.9,0.9903,bad
4.5,13.7,0.98906,good
2.6,11.3,0.99146,bad
9.9,10.5,0.9951,bad
4.5,13.7,0.98906,good
9.5,10.1,0.995,bad
1.5,12.3,0.98876,bad
3.2,12,0.98956,good
2.6,11.3,0.99146,bad
11.2,9.5,0.99592,bad
3.2,11.4,0.99129,bad
2.3,11.9,0.99064,good
4.9,10,0.99368,bad
4.9,10,0.99368,bad
1.4,11.3,0.99121,good
1.5,11.7,0.99104,bad
6.7,11,0.99221,good
2.1,12.2,0.98924,good
4.3,10.7,0.99176,good
10.9,10.9,0.99432,bad
7,10.2,0.99366,bad
2.3,11.9,0.99064,good
2.5,11.1,0.99178,bad
2.6,11.2,0.99126,bad
3.2,11.4,0.99129,bad
2.5,10.6,0.99252,bad
14.7,10.3,0.99709,bad
4.5,10.4,0.99513,bad
2.2,11.9,0.99045,bad
1.9,11.9,0.99,good
1.6,10.4,0.99305,bad
17.3,9.2,0.99888,bad
4.2,11.3,0.99182,bad
4.2,11.3,0.99182,bad
2.5,11,0.9913,good
1.9,11.9,0.99,good
1.4,12.9,0.98836,good
0.8,10.8,0.9897,bad
8,9.1,0.99586,bad
1.6,10.4,0.99305,bad
1.7,12.9,0.98892,bad
5.5,12.2,0.99156,bad
17.3,9.2,0.99888,bad
8.6,10.3,0.99534,bad
6.9,11,0.99322,good
2.1,11,0.99296,bad
2.2,11.7,0.99098,bad
1.5,12,0.98972,bad
2.5,12.7,0.98964,bad
17.6,8.8,0.99918,bad
4.2,11.3,0.99182,bad
2.9,12.8,0.99008,bad
4.8,11.2,0.992,bad
11.9,8.9,0.99851,bad
0.9,11.2,0.99026,bad
1.3,11.1,0.9906,bad
6.4,10.8,0.99293,bad
4.3,9.3,0.99658,bad
11.9,8.9,0.99851,bad
8.1,12.7,0.9911,good
1.3,12,0.9904,bad
0.9,11.2,0.99026,bad
17.2,8.8,0.99946,bad
17.2,8.8,0.99946,bad
17.2,8.8,0.99946,bad
8.7,10.4,0.99568,bad
17.2,8.8,0.99946,bad
8.7,10.4,0.99568,bad
7.5,14,0.9907,bad
17.2,8.8,0.99946,bad
4.6,13.1,0.99018,bad
3.7,12.3,0.98994,bad
2.2,12.6,0.99075,bad
7.4,12,0.99212,good
15.1,9.5,0.99684,bad
7.4,12,0.99212,good
4.8,12.7,0.99036,good
7.9,10.5,0.99456,bad
1,12.9,0.98865,bad
15.1,9.5,0.99684,bad
7.4,12,0.99212,good
4.8,12.7,0.99036,good
4.6,11.9,0.99222,bad
1.4,12,0.99022,bad
6.2,12.5,0.99076,bad
6.1,12.1,0.99144,good
5.1,12.5,0.98961,bad
6.3,9.9,0.9936,bad
0.9,10.7,0.99126,bad
2.3,12,0.99044,bad
6.6,12.2,0.99123,good
7.5,12.4,0.99123,good
8.6,12.4,0.9916,good
11.9,10.3,0.9959,bad
2.3,12,0.99044,bad
7.1,10.5,0.9931,bad
4.3,9.5,0.99422,bad
1.1,10.5,0.99194,bad
1,12.3,0.98926,bad
7.9,11.9,0.99306,bad
1,9.8,0.99164,bad
1,12.3,0.98926,bad
1,11.4,0.98988,good
7.3,11,0.99268,bad
1.7,10.8,0.99373,bad
1.3,12.8,0.98939,good
6.4,11,0.99318,good
1.8,10.2,0.99196,bad
1.5,12.5,0.98952,good
3.8,11.6,0.9911,bad
7.9,11.9,0.99306,bad
1,9.8,0.99164,bad
1.2,11,0.99111,bad
5.3,10.9,0.99321,bad
9.1,11,0.99326,good
6.5,12.5,0.99124,bad
9.1,11,0.99326,good
6.3,12,0.99214,good
5.1,12.4,0.9897,good
6.5,12.5,0.99124,bad
2.4,12.8,0.98915,good
9.1,11,0.99326,good
7.5,9.1,0.99692,bad
5,12.4,0.991,good
6.75,12.9,0.9913,good
1.2,10.9,0.99234,bad
1.6,10.8,0.99402,bad
16.05,10.6,0.99678,bad
5,9,0.99458,bad
12.4,12,0.99452,bad
0.95,11.8,0.99033,bad
4.6,10.6,0.9927,bad
1.7,12.3,0.99002,bad
1,11.5,0.99057,bad
1.3,11.1,0.99127,bad
5,9,0.99458,bad
2.5,9.9,0.9927,bad
2.6,12.8,0.98938,good
2.1,12.9,0.99001,bad
12.75,12.9,0.99386,bad
1.1,12,0.9899,bad
12.4,12,0.99452,bad
3.7,11.2,0.9913,bad
2.65,13.3,0.98916,good
2.5,9.9,0.99276,bad
8.2,9.5,0.99586,bad
7.3,9.4,0.99556,bad
1.1,11,0.99158,good
6.6,9.4,0.99548,bad
7,11.5,0.99206,bad
14.5,12.5,0.99412,bad
11.8,11.9,0.99364,bad
3,10.4,0.99338,bad
3.7,11.2,0.9913,bad
6,12.5,0.99123,bad
4.6,11,0.99216,good
2.5,9.8,0.99328,bad
3.3,12.3,0.99031,good
1,11,0.9908,bad
1.1,12.6,0.98871,good
1.4,11.6,0.99119,bad
3.3,12.3,0.99031,good
8.55,13.4,0.99146,good
2.5,9.8,0.99328,bad
6.7,11.5,0.99245,bad
3.8,11.6,0.99116,bad
4.5,11.1,0.9921,good
4.6,11,0.99216,good
4.2,11.3,0.99162,bad
11.3,9.9,0.99632,bad
5.5,12.6,0.99082,good
4.2,11.8,0.9905,good
2.2,11.4,0.99177,bad
14.5,9.2,0.9986,bad
14.5,9.2,0.9986,bad
14.5,9.2,0.9986,bad
14.5,9.2,0.9986,bad
14.5,9.2,0.9986,bad
14.5,9.2,0.9986,bad
1.5,13,0.98923,bad
18.75,9.3,1.00014,good
3.6,12.6,0.99026,good
1.4,9.6,0.99358,bad
5.1,8.0,0.99688,bad
10.5,11.8,0.99407,bad
2,10.2,0.99226,bad
2.6,12.7,0.99097,bad
9.2,9.4,0.9976,bad
1.8,10.2,0.99166,bad
5.7,12,0.99184,good
2.4,11.3,0.99135,good
1.9,11.8,0.99074,good
1.4,10.9,0.99193,bad
0.9,9.8,0.99226,bad
4.6,12.2,0.99142,good
1.4,11.1,0.99091,good
9.2,9.4,0.9976,bad
1.4,11.4,0.99134,bad
1.8,10.2,0.99166,bad
2.3,12.8,0.98964,bad
2.3,10.1,0.99229,good
4.4,9.4,0.99396,bad
6.4,12.2,0.99148,bad
2.9,10.9,0.9913,good
2.8,10.9,0.99126,good
2.9,10.9,0.9913,good
4.4,9.4,0.99396,bad
8.2,9.4,0.99562,bad
1,11.4,0.99128,bad
2.9,12.9,0.98896,good
7,9.4,0.99558,bad
1.8,12,0.98961,good
1.5,10.1,0.99338,bad
7,9.4,0.99558,bad
8.2,9.4,0.99562,bad
7.6,9.2,0.99572,bad
2.3,11.8,0.99056,bad
8.7,12.3,0.99146,good
1,11.4,0.99128,bad
2.9,12.9,0.98896,good
6.7,12.3,0.99172,bad
5,13.5,0.99012,good
1.9,12.8,0.98912,good
2,12.8,0.98902,good
1.9,12.8,0.98912,good
8.5,11,0.99395,bad
12.6,10.6,0.99539,bad
5.2,12.4,0.99129,good
2.1,12.9,0.98956,good
1.1,11.1,0.9916,good
1.3,12.9,0.98889,good
1.1,11.8,0.99012,good
9.2,9.1,0.99833,bad
1.2,12.7,0.98853,good
1.1,12,0.98942,bad
8.3,11.2,0.99266,bad
1.8,12.4,0.98962,good
1.4,10.4,0.99168,bad
15.7,10.4,0.9968,bad
4.35,12.7,0.98934,bad
1.8,12.5,0.98995,good
1.6,12,0.991,bad
2,11.6,0.99152,bad
5,12.6,0.99048,good
1.8,10.2,0.99204,bad
1.3,10.4,0.99202,good
1,11.5,0.9906,bad
1.4,11,0.99091,bad
8.1,10.1,0.99472,bad
8.6,10.5,0.99452,bad
3.7,12.1,0.99177,good
5.7,9.9,0.9934,bad
2.35,11.4,0.99082,bad
13.65,9.5,0.99784,bad
13.65,9.5,0.99784,bad
13.65,9.5,0.99784,bad
15.2,10.9,0.99665,bad
4.6,9.5,0.99422,bad
1.2,12.6,0.98999,bad
4.6,9.5,0.99422,bad
6.65,11.1,0.99254,bad
13.55,9.5,0.99782,good
13.65,9.5,0.99784,bad
9.8,10.6,0.9952,bad
10.3,10.6,0.99519,bad
6.7,10.8,0.99384,bad
15.2,10.9,0.99665,bad
9.9,9.9,0.99596,bad
7.2,11.3,0.9935,bad
1.1,12.6,0.98862,bad
8.3,12.5,0.99151,bad
11.25,12.4,0.9922,bad
12.8,11.8,0.99426,good
9.65,12.2,0.99168,bad
12.6,10.7,0.99556,bad
12.2,11.3,0.99356,good
8.3,12.5,0.99151,bad
11.25,12.4,0.9922,bad
1.3,11.3,0.99072,good
9.9,9.9,0.99596,bad
7.2,11.3,0.9935,bad
1.1,12.6,0.98862,bad
1.1,11.5,0.98954,bad
4.8,12.3,0.99076,good
1.1,12.2,0.9889,bad
1.4,13.2,0.98794,bad
1.7,10.2,0.99207,bad
10.6,11.5,0.99355,good
1.4,13.2,0.98794,bad
1.1,12.2,0.9889,bad
5.55,11,0.99336,bad
2.1,13.2,0.98882,good
1.7,9.5,0.99341,bad
9,10.2,0.997,bad
1.7,10.2,0.99207,bad
1.8,11.4,0.99174,bad
4.7,12.5,0.99042,good
11.3,9.2,0.9984,bad
3.6,12.1,0.99111,good
6.9,10.7,0.9933,good
3.6,12.1,0.99111,good
4.9,11.2,0.99316,bad
6.95,10.6,0.9946,bad
1.9,11.8,0.99,bad
4.7,12.5,0.99042,good
11.3,9.2,0.9984,bad
1.8,12.6,0.99016,bad
11.3,12.8,0.99381,good
8.2,12.3,0.99144,bad
8.3,12.3,0.99139,good
9.55,12.4,0.9919,bad
8.4,12.3,0.99192,bad
7.8,9.1,0.99576,bad
7.8,9.1,0.9958,bad
10.2,10.6,0.9951,bad
5.5,10.3,0.99304,bad
7.8,9.5,0.99657,bad
7.4,11.1,0.99268,bad
3.3,10.8,0.99392,bad
5,11.2,0.99242,bad
3.3,10.8,0.99392,bad
5,11.4,0.9925,bad
1.3,11.2,0.99092,bad
1.2,10.2,0.99137,bad
7.4,11.1,0.99268,bad
7.8,9.5,0.99657,bad
9.9,10.2,0.99642,bad
0.7,11,0.9916,bad
4.6,11.5,0.99458,good
5.6,9.8,0.99373,bad
9.5,10.1,0.99586,bad
14.8,8.8,0.99942,bad
4.6,11.5,0.99458,good
2.1,12.7,0.9895,good
11.6,9.8,0.9963,bad
1.2,12.9,0.9892,bad
11.6,9.8,0.9963,bad
2.1,12.7,0.9895,good
20.15,8.5,1.00196,bad
4.7,12.7,0.99036,good
4.3,13.1,0.989,good
14.5,9.1,0.99947,bad
4.9,12.5,0.9916,bad
14.55,9.1,0.99945,bad
14.55,9.1,0.99945,bad
10.05,11.2,0.99375,bad
4.9,12.5,0.9916,bad
14.5,9.1,0.99947,bad
14.55,9.1,0.99945,bad
15.25,9.1,0.99946,bad
3.15,11.5,0.99153,bad
1.3,12.9,0.98834,good
5.2,12.5,0.99138,bad
1.1,12.3,0.98928,bad
7.1,11.4,0.99246,bad
8.8,9.4,0.99576,bad
18.5,9.1,0.99956,bad
8.8,9.4,0.99576,bad
1.4,12,0.99026,bad
1.2,11.1,0.99174,bad
5,11.8,0.99058,good
1.6,11.4,0.9905,bad
18.75,9.1,0.99956,bad
6,12.1,0.99192,good
9.4,10.4,0.99554,bad
9.7,9.2,0.99536,bad
4.75,13,0.99056,good
6,12.1,0.99192,good
5.35,11.5,0.99112,good
5.35,11.5,0.99112,good
6.8,10,0.99616,bad
6.9,11.1,0.99266,bad
1.4,12.4,0.98918,bad
0.9,12.2,0.98926,bad
1.2,10.6,0.99114,bad
1.3,11.1,0.9912,good
2.6,13.9,0.98936,good
12,9.2,0.9983,bad
9.85,10.5,0.99532,bad
3.85,11.3,0.99189,good
2,12.9,0.99,bad
1.6,12.9,0.98914,good
7.8,9.6,0.99537,bad
1.9,12.9,0.99,bad
2,12.9,0.99,bad
10.3,8.8,0.99742,bad
1.1,13.2,0.98884,good
12,9.2,0.9983,bad
3.85,11.3,0.99189,good
9.85,10.5,0.99532,bad
2,10.5,0.99284,bad
4,12.6,0.99026,good
1.1,9.5,0.99297,bad
10.4,9.8,0.99711,bad
6.1,13.4,0.98934,good
1.8,11.8,0.9913,good
10.4,9.8,0.99711,bad
4.7,13.1,0.98964,good
4,12.6,0.99026,good
1.1,10.4,0.992,bad
6.4,13.4,0.98944,good
8.15,13,0.99031,good
6.1,13.4,0.98934,good
4.8,10.2,0.99393,good
1.2,11.7,0.9904,bad
1.1,9.5,0.99297,bad
1.4,11.7,0.99088,bad
7.4,11.4,0.99254,good
1.8,11.8,0.9913,good
1,11.2,0.99158,bad
15.5,13,0.99408,good
15.5,13,0.99408,good
8.4,10.9,0.99473,bad
2.4,11.6,0.98998,good
3.95,11.3,0.99146,good
19.95,12,0.99742,bad
2,10.5,0.99273,bad
3,13.1,0.98922,good
15.5,13,0.99408,good
8.4,10.9,0.99473,bad
14.3,9.1,0.99869,bad
4.2,13.4,0.9896,good
1.4,11.5,0.99108,good
3,11.2,0.99134,good
4.9,10.9,0.99385,bad
2.4,13.5,0.98936,good
14.3,9.1,0.99869,bad
10.7,9.9,0.99606,bad
11,10.5,0.99508,bad
1.4,11.7,0.99038,good
1.2,11,0.99158,bad
12.9,13,0.9932,bad
10.8,13.6,0.99164,bad
1.3,12.3,0.98987,good
2,13.3,0.98947,good
1.8,13.7,0.98819,good
1.2,11.1,0.99133,bad
7.5,13.4,0.99143,good
9.7,9.1,0.99571,bad
3.8,11.3,0.99139,good
7.2,9.4,0.99537,bad
9.7,9.1,0.99571,bad
6.3,11.6,0.99186,bad
6.3,11.6,0.99186,bad
0.8,12.4,0.98984,bad
8.6,9.8,0.9963,bad
6.3,11.1,0.99312,bad
3.1,13.1,0.9897,good
7.2,9.7,0.9955,bad
7.1,9.2,0.99528,bad
6.4,11.7,0.99279,bad
14.7,10.6,0.99704,bad
7.2,9.7,0.9955,bad
7.1,9.2,0.99528,bad
1.9,10.9,0.9914,bad
1.2,10.1,0.99224,bad
4.8,12.2,0.99074,good
1.2,12.7,0.98892,bad
3.4,13,0.98959,bad
4.3,11.2,0.99212,bad
8.5,9.4,0.99576,bad
1.8,11,0.9919,bad
1.8,11,0.9919,bad
19.5,9.2,1.00037,bad
8.5,9.4,0.99576,bad
19.9,9.2,1.00037,bad
8.3,12.3,0.992,bad
1.8,11,0.9919,bad
1.1,10,0.99218,bad
16.65,9,0.99855,bad
16.65,9,0.99855,bad
16.65,9,0.99855,bad
0.9,11.1,0.99062,bad
6.1,9.9,0.99362,bad
10.2,12.2,0.99324,good
0.9,11.1,0.99062,bad
16.65,9,0.99855,bad
3.85,11.8,0.99098,bad
4.4,12.9,0.99036,bad
4.5,9,0.99398,bad
3.2,12.4,0.9903,bad
4.5,9,0.99398,bad
4.4,12.9,0.99036,bad
9.7,11.2,0.99406,bad
4.2,12.6,0.9906,bad
4.2,11.5,0.99089,bad
1.1,11.3,0.99096,good
9.7,11.2,0.99406,bad
4.2,11.5,0.99089,bad
5.6,10.5,0.9936,bad
4.2,12.6,0.9906,bad
1.6,11.9,0.9911,bad
1.6,10.1,0.99396,bad
1.1,11,0.99089,good
14.6,10.6,0.9968,bad
2.6,11.3,0.99138,good
1.2,11.2,0.99098,bad
7.25,11.5,0.99238,good
6.55,11.1,0.99244,bad
7,12.8,0.99176,good
1.5,12.3,0.98993,bad
1.4,10.4,0.9929,bad
7.25,11.5,0.99238,good
1,11.7,0.98988,good
4.2,10.7,0.992,good
17.5,9.5,0.99784,bad
17.5,9.5,0.99784,bad
17.5,9.5,0.99784,bad
1.5,12,0.99006,good
1.3,10.8,0.99211,bad
3.9,10.7,0.99202,good
4.2,10.7,0.992,good
7.6,10.7,0.99332,good
1,12.1,0.98958,good
1.1,11.9,0.98939,good
11.8,10.8,0.99492,bad
1.4,12.3,0.99043,good
9.7,9.4,0.99787,bad
12.9,9.9,0.99654,bad
1.6,10.4,0.99304,good
7.2,10.4,0.9952,bad
7.1,12.6,0.99165,good
1.9,12.5,0.9892,bad
8.8,9.4,0.99628,bad
7.2,9.2,0.99604,bad
1.4,11.2,0.99164,bad
14.3,9.2,0.998,bad
14.3,9.2,0.998,bad
8.8,9.4,0.99628,bad
1.4,11.2,0.99164,bad
1.8,10.8,0.99226,bad
14.3,9.2,0.998,bad
7.2,9.2,0.99604,bad
1.2,12.5,0.98914,bad
11.8,9.3,0.99794,bad
0.9,11.4,0.99048,bad
12.6,10,0.99726,good
26.05,10.6,1.00295,bad
4.7,10.7,0.99278,good
12.6,10,0.99726,good
1.2,12.5,0.98914,bad
26.05,10.6,1.00295,bad
6.1,12.8,0.99054,good
11.8,9.3,0.99794,bad
0.9,11.4,0.99048,bad
5.6,9.5,0.99459,bad
5.3,9.5,0.99459,bad
5.7,9.5,0.9946,bad
8,10.8,0.99362,bad
8,10.8,0.99362,bad
17.6,8.8,0.99966,bad
8,10.8,0.99362,bad
8.8,11,0.99442,good
1.5,12.4,0.98918,bad
1.4,11.3,0.99089,good
4.8,11.2,0.99474,good
2.4,12.5,0.99008,good
3.7,10,0.99348,bad
4.9,11,0.99283,bad
5.7,10.5,0.99398,bad
5.7,10.5,0.99398,bad
4.9,11,0.99283,bad
2,11.4,0.9908,good
5.1,11.3,0.99165,bad
4.5,12.2,0.99076,good
3.2,12.6,0.98942,good
6.65,11.1,0.99244,bad
1.6,12.3,0.99058,bad
4,10.4,0.99255,bad
17.75,8.8,0.99916,bad
1.4,9.5,0.99306,bad
17.75,8.8,0.99916,bad
7.2,10.4,0.99498,bad
5.7,13,0.99,good
8.5,12.2,0.99338,good
11.4,10.5,0.99456,good
5.4,10.8,0.9926,good
2.7,13.2,0.98856,good
4.3,13,0.98946,good
1.2,10,0.99346,bad
1.8,10.4,0.99268,bad
1.3,12.4,0.98944,bad
5.7,12.9,0.98976,good
2.7,13.2,0.98856,good
11.7,10.5,0.99523,good
4.3,13,0.98946,good
11,11.2,0.99402,bad
1.6,12.7,0.98916,good
11.6,9.4,0.99655,bad
6.2,12.9,0.99071,good
1.8,13,0.98889,good
1.2,13.6,0.98742,good
1,9.1,0.99336,bad
2.4,10.4,0.992,bad
1.2,13.6,0.98742,good
8.2,12.2,0.99275,bad
18.8,8.7,1.00044,bad
9.6,10.5,0.99444,good
12.9,10.2,0.99742,bad
9.2,12.5,0.99228,good
1.2,11.3,0.99058,good
12.9,10.2,0.99742,bad
8,12.6,0.99164,good
12.9,10.2,0.99742,bad
1.6,9.8,0.99438,bad
12,10.8,0.99402,bad
2.5,12.5,0.99128,bad
9.2,12.5,0.99228,good
4.4,11.5,0.991,good
8.8,11.4,0.9931,bad
9.6,10.5,0.99444,good
8,12.6,0.99164,good
18.8,8.7,1.00044,bad
1.3,11,0.99112,bad
1.2,11.3,0.99058,good
12.9,10.2,0.99742,bad
1.2,11.6,0.98961,bad
1.6,9.8,0.99438,bad
1.5,10.1,0.99344,bad
18.15,9.2,0.99904,bad
13.1,9.1,0.99884,bad
13.1,9.1,0.99884,bad
13.1,9.1,0.99884,bad
13.1,9.1,0.99884,bad
1,11.7,0.98949,bad
1.6,12.6,0.99014,bad
11.8,9,0.99786,bad
1.4,10.1,0.99206,bad
1,13.6,0.98722,bad
13.1,9.1,0.99884,bad
10.6,9.2,0.99666,bad
10.4,8.8,0.99754,bad
1.1,10,0.99272,bad
7.4,9.1,0.99712,bad
1.2,11.2,0.99104,bad
3.4,9.2,0.99373,bad
18.15,9.2,0.99904,bad
8,9.5,0.9956,bad
2.5,11.9,0.99095,good
2,9.8,0.99382,bad
2,9.8,0.99382,bad
6.9,10.8,0.99299,good
1.2,11.3,0.99048,bad
9.4,12.1,0.99254,bad
2.9,11.3,0.9902,good
6.9,10.8,0.99299,good
5.4,13.5,0.99012,good
1.3,10.3,0.99293,bad
20.8,9,1.00022,bad
10.3,11.6,0.99382,bad
1.3,10.3,0.99293,bad
1.6,12.5,0.98954,bad
13.1,8.6,0.99936,bad
1.8,13.4,0.9884,bad
8,12.7,0.99144,bad
1.6,9.2,0.99324,bad
1.4,10.2,0.99174,bad
14.7,9,0.99792,good
14.7,9,0.99792,good
14.7,9,0.99792,good
14.7,9,0.99792,good
14.7,9,0.99792,good
14.7,9,0.99792,good
14.7,9,0.99792,good
1.8,11.9,0.99043,bad
10.6,9,0.99654,bad
12.5,9,0.99758,bad
6.8,11,0.99374,bad
14.7,9,0.99792,good
2.9,10,0.99243,bad
1.4,10.7,0.99216,bad
1.4,10.7,0.99215,bad
2.1,13.4,0.98953,good
7.4,11,0.99278,bad
2.9,10,0.99243,bad
1.4,10.7,0.99216,bad
1.4,10.7,0.99215,bad
7.4,11,0.99278,bad
5,11,0.99186,bad
2.5,11.1,0.99072,good
6.1,10.9,0.99244,bad
2.7,11.5,0.99084,bad
2.1,13.4,0.98953,good
12.9,9.4,0.99754,bad
12.9,9.4,0.99754,bad
12.9,9.4,0.99754,bad
13.7,10.6,0.99567,bad
12.9,9.4,0.99754,bad
2.4,12,0.99094,bad
9.8,10.2,0.99532,bad
13.7,10.6,0.99567,bad
1.3,13.5,0.9874,bad
12.1,9.7,0.99794,bad
6.1,12.2,0.99122,bad
7.7,12.3,0.99226,bad
6.1,12.2,0.99122,bad
1.4,11.4,0.99099,good
7.7,12.7,0.99134,good
12.1,9.7,0.99794,bad
6.8,10.8,0.99338,bad
9.2,11,0.9938,bad
8.3,9.5,0.9955,bad
17.4,10.1,0.99776,bad
2.7,13.2,0.98964,good
12.8,8.8,0.99808,bad
8.2,9.5,0.99551,bad
8.1,9.5,0.99548,bad
8.2,9.5,0.99541,bad
8.3,9.5,0.9955,bad
8,9.5,0.99536,bad
11.8,10.4,0.99524,bad
12,9.9,0.9961,bad
1.7,10,0.99224,bad
17.4,10.1,0.99776,bad
13.9,9.4,0.99702,bad
10.7,9.3,0.99657,bad
2,10.9,0.99176,bad
2.2,11.4,0.99166,bad
1.3,10.3,0.99242,bad
1.1,11,0.99109,bad
2,10.9,0.99176,bad
6.4,10.8,0.99278,bad
1.3,10.3,0.99242,bad
1.1,11,0.99109,bad
10.7,9.3,0.99657,bad
6.4,10.2,0.99358,bad
6.3,10.2,0.99358,bad
6.4,10.8,0.99278,bad
15.1,10.5,0.99705,bad
2,11.1,0.9912,bad
2,10.9,0.99176,bad
2.2,11.4,0.99166,bad
12.1,10.3,0.99677,bad
8.8,12.9,0.99172,good
8.8,9.9,0.9953,bad
5.1,11.3,0.99186,bad
6.8,11.5,0.99188,bad
6.8,11.5,0.99188,bad
3.7,10.7,0.99158,bad
12.2,10.4,0.99522,bad
5.7,12.5,0.99176,bad
8.1,9.5,0.99558,bad
2.5,11.3,0.9911,good
4,13,0.99016,bad
6.8,11.5,0.99188,bad
1,11.5,0.98956,bad
5.1,11.3,0.99186,bad
5.8,13.2,0.99062,good
10.6,11.5,0.99274,good
3.5,9.6,0.993,bad
3.5,9.6,0.993,bad
16.4,9.7,0.9978,bad
4.8,9.2,0.9946,bad
3.3,8.4,0.99429,bad
1.2,12.4,0.99002,bad
1.2,12.4,0.99002,bad
4.8,9.2,0.9946,bad
3.3,8.4,0.99429,bad
2.5,11.7,0.9909,bad
8.7,11,0.99294,bad
1.6,11.9,0.99044,bad
4,13.2,0.98958,good
2.5,11.7,0.9909,bad
16.2,9.1,0.9986,bad
9,12.6,0.99262,bad
16.2,9.1,0.9986,bad
1.4,10.5,0.99212,bad
7,10.6,0.99628,bad
9,12.6,0.99262,bad
3.1,13.7,0.98913,good
1.5,12,0.99021,bad
4.6,12.5,0.99198,good
4.8,12.1,0.99226,bad
4.6,11.3,0.99159,bad
1.5,12,0.99021,bad
2.7,10.3,0.99224,bad
6.3,12.7,0.99068,bad
7.2,9.2,0.99587,bad
7.2,9.2,0.99587,bad
12.4,9.5,0.99728,bad
6.6,10.1,0.99364,bad
6.6,10.1,0.99364,bad
4,13,0.99018,good
4.8,13.1,0.98968,bad
1.3,11,0.99178,bad
7.2,9.2,0.99587,bad
11.1,9.4,0.9961,bad
12.4,9.5,0.99728,bad
9.8,10.2,0.99534,bad
6.6,10.1,0.99364,bad
13.3,8.6,0.99864,bad
11.7,9,0.99776,bad
8,9.6,0.99545,bad
1.6,9.9,0.99299,good
16.55,10.5,0.99665,bad
1.5,11.4,0.99069,bad
10.2,9.4,0.99692,bad
6.6,11.1,0.99324,bad
17.8,8.9,0.99896,bad
17.8,8.9,0.99896,bad
1.5,10.8,0.99226,bad
7.4,12.2,0.99226,bad
17.8,8.9,0.99896,bad
2,12.5,0.99076,bad
7.4,12.2,0.99226,bad
2,12.5,0.99076,bad
17.8,8.9,0.99896,bad
12.1,10.8,0.9951,bad
8.2,11.4,0.99234,bad
1.5,10.8,0.99226,bad
8.7,10.6,0.99368,bad
3.5,9.2,0.9937,bad
6.4,12.2,0.99151,bad
2.1,12.3,0.99021,bad
7.7,10.4,0.99479,bad
12.3,10.4,0.9954,bad
1.3,11,0.99176,good
8.7,10.6,0.99368,bad
3.5,9.2,0.9937,bad
1.1,13.5,0.99246,bad
2.8,11.4,0.9908,bad
