free sulfur dioxide,total sulfur dioxide,pH,sulphates,quality
8,84,3.25,0.43,bad
33,128,2.95,0.51,bad
20,72,3.12,0.38,good
10,124,3.14,0.44,bad
33,160,3.2,0.56,bad
27,87,3.4,0.42,good
41,168,3.2,0.38,bad
35,163,3.2,0.38,bad
82,188,3.3,0.44,bad
65,224,3.17,0.47,bad
27,87,3.4,0.42,good
60,156,3.11,0.35,bad
42,170,3.36,0.45,bad
18,117,3.33,0.43,bad
44,197,3.22,0.55,bad
49,212,3.74,0.55,bad
55,205,3.12,0.38,good
55,205,3.12,0.38,good
41.5,195,3.06,0.44,good
55,205,3.12,0.38,good
42,147,3.46,0.72,bad
41.5,195,3.06,0.44,good
118.5,216,3.55,0.63,bad
28,123,3.27,0.55,bad
7,175,3.11,0.45,bad
55,205,3.12,0.38,good
41,213,3.28,0.49,bad
54,198,3.25,0.41,bad
47,150,3.37,0.42,bad
35,132,3.25,0.4,bad
47,190,3.08,0.31,bad
39,190,3.32,0.37,bad
41,213,3.28,0.49,bad
35,175,3.38,0.43,bad
25,121,3.44,0.61,bad
43,208,3.14,0.46,bad
6,114,3.25,0.35,bad
27,151,3.16,0.44,bad
25,148,3.16,0.45,bad
32,127,3.41,0.47,bad
38,157,3.41,0.55,bad
48,179,3.45,0.4,bad
25,161,3.36,0.6,bad
50,180,3.44,0.39,bad
10,67,3.08,0.47,bad
31,120,3.24,0.51,bad
25,178,3.22,0.51,bad
23,136,3.3,0.49,bad
35,116,3.07,0.48,bad
43,148,3.32,0.59,good
29,108,3.26,0.5,bad
19,142,3.1,0.43,bad
28,178,3.16,0.43,bad
24,69,3.38,0.31,bad
30,180,3.46,0.44,good
24,190,3.5,0.45,good
33,148,3.24,0.38,bad
43,148,3.32,0.59,good
31,122,3.47,0.42,bad
55,152,3.29,0.37,bad
28,97,3.23,0.44,bad
68,212,3.48,0.36,bad
35,116,3.07,0.48,bad
45,138,3.2,0.68,bad
40,99,2.94,0.3,bad
68,198,3.36,0.37,bad
48,111,3.14,0.32,bad
49,123,2.99,0.45,bad
50,185,3.39,0.38,bad
56,178,3.29,0.47,bad
15,104,3.14,0.42,bad
50,185,3.39,0.38,bad
19,101,3.24,0.44,bad
4,55,2.91,0.32,bad
23,150,3.14,0.45,bad
28,152,3.18,0.32,bad
47,142,3.14,0.35,bad
33,169,3.23,0.51,bad
52,136,3.1,0.3,bad
46,238,3.16,0.48,bad
33,87,3.14,0.42,bad
33,169,3.23,0.51,bad
20,102,3.28,0.42,bad
45,135,3.2,0.43,bad
44,174,3.11,0.57,bad
40,153,3.38,0.51,good
53,197,3.24,0.54,bad
43,141,3.42,0.54,good
33,93,3.31,0.43,bad
47,142,3.14,0.35,bad
54,202,3.22,0.43,bad
56,215,3.17,0.44,bad
12,53,2.8,0.46,bad
81,224,3.17,0.44,bad
67,181,3.31,0.35,bad
31,124,3.16,0.51,bad
20,98,3.46,0.42,good
18,112,3.4,0.5,bad
54,202,3.22,0.43,bad
56,215,3.17,0.44,bad
56,209,3.17,0.45,bad
50,179,3.28,0.69,bad
58,144,3.17,0.38,bad
33,102,3.16,0.56,good
33,181,3.04,0.42,bad
40,141,3.34,0.72,bad
32,178,3.04,0.43,bad
33,181,3.04,0.42,bad
33,99,3.16,0.4,bad
28,135,3.24,0.4,bad
42,163,3.56,0.47,bad
40,141,3.34,0.72,bad
43,150,3.42,0.69,good
43,150,3.42,0.69,good
47,150,3.24,0.38,bad
13,200,3.49,0.44,bad
73,142,3.05,0.37,bad
17,100,3.27,0.57,bad
54,127,3.33,0.46,good
73,142,3.05,0.37,bad
29,115,3.07,0.52,good
50,158,3.33,0.43,good
37,122,3.16,0.34,bad
26,189,3.08,0.74,good
26,176,3.15,0.46,bad
25,117,3.36,0.5,bad
21,153,3.2,0.53,bad
42,187,3.27,0.64,bad
23,120,3.32,0.54,bad
22,149,3.16,0.47,bad
27,126,3.19,0.62,bad
37,128,3.27,0.34,good
56,173,3.06,0.41,bad
35,162,3.39,0.58,bad
57,191,3.08,0.4,bad
14,67,3.07,0.32,bad
56,173,3.06,0.41,bad
35,162,3.39,0.58,bad
57,191,3.08,0.4,bad
29,119,3.16,0.39,bad
9,116,3.15,0.41,bad
60,184,3.28,0.79,bad
29,119,3.16,0.39,bad
60,184,3.28,0.79,bad
39,184,3.18,0.41,bad
9,116,3.15,0.41,bad
24,72,3.29,0.37,bad
18,110,3.19,0.43,bad
31,100,3,0.32,good
10,164,3.09,0.53,bad
34,131,3.36,0.5,good
46,114,3.19,0.34,bad
27,96,3.38,0.44,bad
38,131,3.19,0.41,bad
10,164,3.09,0.53,bad
23,110,3.07,0.38,bad
31,100,3,0.32,good
34,231,3.36,0.54,bad
35,165,3.22,0.32,bad
13,84,3.42,0.6,bad
35,165,3.22,0.32,bad
34,231,3.36,0.54,bad
35,240,3.36,0.54,bad
41,167,3.12,0.43,good
41,167,3.12,0.43,good
34,153,3.13,0.51,good
41,167,3.12,0.43,good
34,153,3.13,0.51,good
43,160,3.6,0.41,bad
37,213,2.99,0.56,bad
27,104,3.04,0.54,bad
37,102,3.27,0.64,good
53,247,3.44,0.55,bad
27,104,3.04,0.54,bad
24,164,3.42,0.51,bad
37,102,3.27,0.64,good
96,249,3.07,0.52,bad
32,139,3.33,0.77,bad
21,94,3.29,0.62,bad
44,157,3.27,0.44,bad
62,180,3.07,0.38,bad
44,157,3.27,0.44,bad
34,243,2.98,0.82,bad
48,189,3.25,0.42,bad
50,181,3.2,0.42,good
21,94,3.29,0.62,bad
36,127,3.6,0.67,good
16,107,3.28,0.59,bad
44,172,3.29,0.55,good
83,197,3.14,0.45,bad
34,181,3.11,0.46,bad
13,176,3.14,0.47,bad
14,171,3.13,0.47,bad
83,197,3.14,0.45,bad
57,161,3.32,0.66,bad
78,186,3.14,0.46,bad
22,104,3.24,0.92,good
57,202,3.24,0.39,bad
25,122,3.43,0.61,bad
28,142,3.12,0.43,bad
45,199,3.34,0.5,bad
34,137,3.1,0.37,bad
41,144,3.15,0.38,good
41,140,3.04,0.37,good
35,163,3.31,0.5,bad
38,168,3.34,0.49,bad
26,166,3.09,0.46,bad
26,166,3.09,0.46,bad
37,154,3.06,0.31,bad
16,165,3.38,0.6,bad
48,140,3.18,0.49,bad
21,78,3.08,0.37,bad
41,248,3.03,0.57,bad
14,103,3.06,0.36,bad
45,213,3.18,0.63,bad
14,103,3.06,0.36,bad
45,213,3.18,0.63,bad
45,213,3.18,0.63,bad
34,124,3.4,0.39,bad
14,103,3.06,0.36,bad
39,107,3.2,0.32,bad
41,178,3.37,0.43,bad
50,185,3.34,0.42,bad
24,112,3.14,0.76,bad
45,213,3.18,0.63,bad
44,197,3.18,0.64,bad
40,142,3.3,0.41,bad
40,142,3.3,0.41,bad
31,161,3.14,0.44,bad
73,212,2.93,0.49,bad
53,166,2.9,0.41,bad
53,166,2.9,0.41,bad
15,89,3.29,0.64,bad
41,104,3.29,0.62,good
45,166,2.72,0.43,bad
14,118,2.96,0.34,bad
26,183,2.93,0.49,bad
25,106,3.01,0.55,bad
73,212,2.93,0.49,bad
53,166,2.9,0.41,bad
16,120,3.16,0.69,bad
64,158,3.12,0.59,good
26,98,2.93,0.59,good
40,126,3.21,0.39,bad
54,180,3.08,0.42,bad
20,71,3.04,0.74,bad
20,112,2.96,0.46,bad
21,153,3.09,0.5,bad
27,135,3,0.37,bad
26,98,2.93,0.59,good
54,180,3.08,0.42,bad
20,71,3.04,0.74,bad
54,177,3.17,0.58,bad
56,189,3.24,0.66,bad
52.5,158,3.03,0.49,good
40,126,3.21,0.39,bad
27,127,3.29,0.41,bad
10,59,2.97,0.48,bad
6,106,3.15,0.4,bad
15,97,3.16,0.43,bad
14,96,3.16,0.43,bad
46,169,3.05,0.41,bad
47,193,3.23,0.39,bad
46,172,3.08,0.4,bad
49,228,3.04,0.41,bad
146.5,307.5,3.24,0.37,bad
15,93,2.89,0.34,bad
27,182,3,0.35,bad
25,87,3.23,0.66,bad
46,172,3.08,0.4,bad
49,228,3.04,0.41,bad
34,172,3.23,0.39,good
27,84,3.33,0.34,bad
35,143,3.14,0.38,bad
35,256,2.93,0.64,bad
35,143,3.14,0.38,bad
35,256,2.93,0.64,bad
48,195,3.18,0.52,bad
61,197,3.02,0.4,bad
39,152,2.99,0.58,bad
57,158,3.6,0.43,bad
61,197,3.02,0.4,bad
37,135,3.34,0.57,good
29,160,3.04,0.44,bad
49,219,2.96,0.46,bad
34,185,3.02,0.49,bad
29,142,3.01,0.34,good
49,172,3.37,0.74,bad
49,219,2.96,0.46,bad
66,169,2.89,0.57,bad
16,63,3.37,0.4,bad
22,89,3.29,0.38,bad
53,238,2.96,0.58,bad
13,91,2.79,0.37,bad
13,91,2.79,0.37,bad
21,123,2.9,0.64,bad
11,99,3.17,0.57,bad
53,238,2.96,0.58,bad
50,173,3.19,0.46,bad
50,163,3.03,0.38,bad
13,114,3.12,0.35,bad
53,186,3.09,0.56,good
41,142,3.43,0.53,bad
49,164,3.53,0.79,good
32,116,3.23,0.47,bad
49,164,3.53,0.79,good
37,133,3.15,0.42,bad
33,139,3.17,0.39,bad
33,139,3.17,0.39,bad
76,197,3.24,0.43,bad
35,208,3.57,0.55,bad
30,143,3.25,0.5,bad
23,103,3.19,0.54,bad
57,184,3.09,0.46,bad
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
53,212.5,3.14,0.46,good
48,181,3.2,0.62,bad
27,151,3.2,0.53,bad
57,176,3.12,0.55,bad
63,201,3.11,0.53,bad
30,102,3.08,0.31,good
5,110,3.24,0.52,bad
53,212.5,3.14,0.46,good
17,103,3.5,0.44,bad
33,180,3.13,0.45,bad
47,168,3.34,0.67,bad
51,170,3.34,0.82,bad
47,168,3.34,0.67,bad
51,170,3.34,0.82,bad
51,170,3.34,0.82,bad
32,197,3.13,0.46,bad
56,145,3.19,0.46,bad
58,147,3.18,0.46,bad
43,154,3.36,0.69,bad
33,180,3.13,0.45,bad
58,178,3.42,0.68,bad
47,168,3.34,0.67,bad
51,170,3.34,0.82,bad
16,84,3.34,0.58,bad
21,159,3.52,0.47,bad
27,98,3.18,0.41,good
20,95,3.23,0.53,bad
21,159,3.52,0.47,bad
37,160,3.37,0.45,bad
38,133,3.22,0.67,bad
14,71,2.94,0.36,bad
22,84,3.11,0.66,bad
28,110,3.3,0.38,good
14,71,2.94,0.36,bad
12,136,3.25,0.46,good
38,133,3.22,0.67,bad
36,163,3.19,0.7,bad
46,142,3.23,0.42,bad
45,215,3.11,0.53,bad
46,142,3.23,0.42,bad
29,190,3.07,0.64,bad
44,149,3.08,0.42,bad
5,60,3.09,0.54,bad
51,180,3.13,0.45,bad
33,150,3.1,0.45,bad
45,215,3.11,0.53,bad
22,145,3.06,0.52,bad
32,160,3.14,0.47,bad
29,101,3.24,0.54,bad
50,183,3.41,0.4,bad
11,124,3.25,0.48,bad
18,72,2.97,0.35,bad
20,155,3.8,0.41,bad
32,160,3.14,0.47,bad
22,104,3.34,0.44,bad
11,71,3.08,0.38,bad
56,212,3.22,0.59,bad
22,104,3.34,0.44,bad
22,104,3.34,0.45,bad
30,107,2.97,0.53,bad
22,115,3.28,0.63,bad
11,71,3.08,0.38,bad
22,126,3.38,0.47,bad
28,156,3.14,0.41,bad
29,155,3.14,0.42,bad
32,172,3.39,0.57,good
15,123,2.93,0.55,bad
41,146,3.3,0.36,bad
41,146,3.3,0.36,bad
19,101,3.01,0.38,bad
19,101,3.01,0.38,bad
27,155,3.07,0.26,bad
41,146,3.3,0.36,bad
20,151,3.36,0.82,good
45,227,3.12,0.47,bad
31,169,3.13,0.47,bad
58,223,3.22,0.56,bad
23,96,3.32,0.4,bad
34,132,3.16,0.48,bad
38,123,3.6,0.46,bad
51,180,3.3,0.75,bad
21,127,3.15,0.44,bad
25,142,3.16,0.39,bad
26,146,3.16,0.39,bad
26,104,3.44,0.37,bad
25,126,3.22,0.34,good
25,173,3.26,0.51,bad
31,140,3.26,0.68,bad
43,164,3.27,0.76,bad
57,189,3.31,0.79,bad
51,180,3.3,0.75,bad
38,123,3.6,0.46,bad
10,124,3.3,0.67,bad
39,198,3.52,0.54,bad
25,119,3.68,0.72,bad
17,117,3.32,0.41,bad
10,124,3.3,0.67,bad
18,95,3.22,0.33,bad
25,119,3.15,0.34,bad
14,111,2.85,0.42,bad
47,150,3.29,0.76,bad
47,150,3.29,0.76,bad
17,101,3.14,0.58,bad
48,153,3.12,0.58,bad
29,130,3.22,0.38,bad
47,150,3.29,0.76,bad
51,172,3.16,0.44,bad
53,176,3.17,0.38,bad
27,93,3.34,0.38,bad
22,136,2.94,0.35,bad
22,136,2.94,0.35,bad
33,146,3.4,0.46,bad
5,129,3.19,0.4,bad
31,145,3.36,0.4,bad
72,163,3.42,0.35,bad
43,153,3.63,0.46,bad
31,145,3.36,0.4,bad
16,85,3.19,0.56,bad
28,237,3.18,0.49,bad
35,128,3.12,0.45,bad
43,153,3.63,0.46,bad
5,129,3.19,0.4,bad
40,234,3.02,0.66,bad
46,141,3.16,0.48,bad
72,163,3.42,0.35,bad
59,186,3.12,0.55,bad
44,138,3.3,0.37,bad
44,138,3.3,0.37,bad
44,138,3.3,0.37,bad
20,93,3.38,0.62,bad
59,186,3.12,0.55,bad
44,138,3.3,0.37,bad
19,68,3.14,0.37,bad
26,117,3.21,0.56,bad
18,126,3.43,0.42,bad
14,122,3.2,0.39,bad
47,154,3.05,0.38,bad
36,109,3.19,0.58,good
59,173,3.39,0.38,bad
47,154,3.05,0.38,bad
36,109,3.19,0.58,good
42,163,3.2,0.46,bad
23,174,3.31,0.55,bad
50.5,344,3.1,0.7,bad
36,146,3.43,0.5,bad
15,115,3.27,0.72,bad
21,144,3.35,0.38,bad
49,158,3.37,0.38,bad
49,158,3.37,0.38,bad
22,162,2.99,0.68,bad
38,118,3.25,0.52,bad
41,224,3.38,0.55,bad
31,132,3.25,0.52,bad
41,224,3.38,0.55,bad
19,102,3.27,0.31,bad
12,105,3.05,0.39,bad
31,117,3.27,0.5,bad
31,117,3.27,0.5,bad
64,179,3.1,0.46,bad
18,89,3.4,0.74,good
53,145,3.17,0.48,bad
49,165,3.4,0.42,bad
26,105,3.44,0.4,bad
20,142,3.1,0.54,bad
12,105,3.05,0.39,bad
31,99,3.24,0.46,bad
36,102,3.18,0.43,bad
31,117,3.27,0.5,bad
15,76,3.2,0.41,bad
23,91,3.27,0.45,bad
34,187,3.12,0.59,bad
33,181,3.11,0.46,bad
9,76,3.05,0.31,bad
31,92,3.01,0.33,bad
26,105,3.52,0.66,bad
6,61,3.3,0.34,bad
29,124,3.47,0.48,bad
29,79,3.23,0.46,good
19,115,2.77,0.44,bad
31,92,3.01,0.33,bad
55,130,2.96,0.35,bad
15,162,3.18,0.47,bad
15,162,3.18,0.47,bad
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
48.5,229,3.14,0.49,good
11,117,3.23,0.37,bad
43,163,3.15,0.54,bad
48.5,229,3.14,0.49,good
48.5,212,3.14,0.49,good
11,117,3.23,0.37,bad
23,126,3.25,0.44,good
43,163,3.15,0.54,bad
33,106,3.22,0.55,bad
29,146,3.4,0.46,bad
30,114,3.11,0.4,bad
37,146,3.24,0.47,bad
38,141,3.22,0.47,bad
29,109,3.29,0.47,bad
24,94,3.19,0.44,good
14,74,3.08,0.53,bad
13,137,3.11,0.42,bad
24,90,3.35,0.49,bad
36,125,2.92,0.54,bad
29,110,3.31,0.51,bad
34,145,3.09,0.32,bad
31,153,3.27,0.51,bad
36,125,2.92,0.54,bad
24,90,3.35,0.49,bad
13,137,3.11,0.42,bad
20,71,3.1,0.38,bad
26,101,3.09,0.37,bad
53,187,3.16,0.52,bad
77,231,3.24,0.52,bad
31,157,3.25,0.53,bad
23,147,3.23,0.67,bad
53,187,3.16,0.52,bad
14,167,3.21,0.55,bad
19,175,3.22,0.56,bad
35,178,3.26,0.6,bad
16,132,3,0.37,bad
36,138,3.15,0.64,good
13,128,3.19,0.49,bad
24,125,3.17,0.64,bad
53,150,3.18,0.5,good
35,136,3.63,0.78,bad
24,125,3.17,0.64,bad
23,107,3.52,0.65,bad
13,128,3.19,0.49,bad
32,161,3.13,0.4,bad
16,96,3.32,0.62,bad
18,129,3.21,0.38,bad
29,163,3.44,0.6,bad
36,134,3.28,0.36,good
40,120,2.98,0.44,bad
32,161,3.13,0.4,bad
25,157,3.06,0.47,good
44,169,3.42,0.42,bad
25,157,3.06,0.47,good
32,166,3.03,0.44,bad
60,177,3.08,0.46,bad
64,179,3.07,0.46,bad
45,124,2.92,0.59,good
42,150,3.21,0.36,bad
45,124,2.92,0.59,good
42,150,3.21,0.36,bad
16,89,2.96,0.45,bad
10,164,3.35,0.51,bad
20,90,3.17,0.79,bad
10,147,3.32,0.46,bad
48,184,3.16,0.5,bad
37,162,3.13,0.45,bad
39,151,3.6,0.44,bad
10,147,3.32,0.46,bad
41,180,3.16,0.49,bad
48,184,3.16,0.5,bad
49,169,3.05,0.54,bad
52,171,3.54,0.74,bad
35,228,3.13,0.51,bad
28,141,3.16,0.38,good
37,162,3.13,0.45,bad
39,151,3.6,0.44,bad
16,100,3.28,0.45,bad
45,186,3.23,0.47,bad
46,235,3.08,0.61,bad
34,101,3.54,0.6,good
51,174,3.16,0.52,bad
45,186,3.23,0.47,bad
47,172,3.14,0.43,bad
35,133,3.38,0.46,bad
24,128,2.97,0.68,bad
34,132,3.11,0.53,bad
57,205,3.24,0.45,bad
34,132,3.11,0.53,bad
57,205,3.24,0.45,bad
20,134,3.18,0.45,bad
11,61,3.06,0.44,bad
49,159,3.11,0.48,bad
53,154,3.52,0.77,bad
49,159,3.11,0.48,bad
20,167,3.08,0.43,bad
53,154,3.52,0.77,bad
35,152,3.47,0.4,bad
47,169,3.07,0.67,bad
41,107,3.53,0.66,good
50,156,3.39,0.46,bad
28,108,3.4,0.42,bad
10,94,3.35,0.47,bad
41,107,3.53,0.66,good
47,178,3.04,0.49,bad
57,200,3.17,0.44,bad
25,91,3.53,0.39,bad
57,200,3.17,0.44,bad
45,149,3.08,0.56,bad
20,77,3.61,0.54,bad
18,66,3.61,0.55,bad
67,210,3.06,0.68,bad
67,210,3.06,0.68,bad
67,210,3.06,0.68,bad
67,210,3.06,0.68,bad
47,144,3.17,0.49,bad
49,145,3.17,0.49,bad
67,210,3.06,0.68,bad
26,97,3.16,0.58,good
21,106,3.52,0.64,good
38,150,3.1,0.56,bad
39,208,3.18,0.46,bad
26,97,3.16,0.58,good
38,115,3.38,0.58,good
62,150,3.23,0.37,bad
47,168,3.29,0.57,good
66,202,3.24,0.53,bad
23,109,3.34,0.54,good
38,115,3.38,0.58,good
28,125,3.34,0.44,good
25,125,3.45,0.45,bad
50,194,3.21,0.43,bad
26,126,3.23,0.48,bad
15,168,3.06,0.4,bad
40,143,3.33,0.42,good
18,134,3.21,0.68,bad
34,159,2.93,0.44,bad
36,139,3.11,0.49,bad
11,126,3.14,0.5,bad
34,159,2.93,0.44,bad
44,132,3.34,0.41,good
36,139,3.11,0.49,bad
15,80,3.33,0.63,good
42,127,3.31,0.38,bad
49,144,3.4,0.58,bad
34,116,3.25,0.39,good
51,153,3.16,0.44,bad
58,164,3.17,0.46,bad
39,84,3.59,0.48,good
42,130,3.1,0.67,bad
11,178,3.79,0.55,bad
23,121,3.24,0.61,bad
42,148,3.35,0.66,bad
54,190,3.22,0.48,bad
7,119,3.13,0.36,bad
22,111,3.11,0.29,bad
7,119,3.13,0.36,bad
22,111,3.11,0.29,bad
29,175,3.19,0.53,bad
25,209,3.25,0.59,bad
31,161,2.95,0.42,bad
38,209,3.47,0.59,bad
64,106,3.45,0.6,good
128,212,3.44,0.43,bad
50,118,3.18,0.51,bad
110,198,3.29,0.67,bad
61,180,3.15,0.57,bad
40,167,3.48,0.62,bad
21,90,3.22,0.55,bad
27,156,3.49,0.59,bad
40,167,3.48,0.62,bad
27,95,3.21,0.59,good
39,149,3.4,0.52,bad
21,90,3.22,0.55,bad
41,211,3.11,0.49,bad
58,179,3.08,0.44,bad
24,98,3,0.54,bad
14,141,2.95,0.77,bad
19,184,3.06,0.62,bad
46,212,3.47,0.59,bad
53,202,3.11,0.57,bad
36,126,3.13,0.46,bad
46,89,3.39,0.48,good
26,66,3.43,0.48,bad
14,130,3.25,0.45,good
29,130,3.3,0.5,bad
20,93,3.2,0.37,bad
60,221,3.05,0.66,bad
17,129,3.03,0.36,bad
30,121,3.17,0.49,bad
14,102,3.28,0.58,bad
39,144,3.49,0.5,bad
44,182,3.42,0.42,bad
42.5,204,3.59,0.51,bad
24,138,3.19,0.44,bad
40,227,3.12,0.52,bad
40,188,3.15,0.49,bad
70,169,3.25,0.37,bad
29,144,3.68,0.46,bad
25,107,3.59,0.49,good
47,202,3.21,0.43,bad
5,85,3.28,0.4,bad
5,57,3.05,0.54,bad
43,188,3.3,0.41,bad
41,150,3.38,0.43,bad
43,188,3.3,0.41,bad
24,90,3.29,0.46,bad
52.5,282,3.1,0.51,bad
21,191,3.49,0.63,bad
21,196,3.49,0.64,bad
37,144,3.5,0.59,bad
14,107,3.24,0.46,good
26,74,3.28,0.53,bad
14,107,3.24,0.46,good
56,160,3.05,0.41,bad
24,189,3.29,0.54,bad
24,186,3.29,0.54,bad
7,106,3.06,0.45,bad
28,83,3.38,0.51,good
34,130,3.43,0.5,good
32,156,3.13,0.7,bad
42,135,3.25,0.49,good
43,136,3.25,0.49,bad
58,252,3.29,0.49,bad
28,199,3.54,0.59,bad
25,218,2.98,0.66,bad
13,101,3.17,0.41,bad
26,93,3.15,0.49,bad
17,77,3.66,0.57,bad
16,104,3.09,0.66,bad
18,107,3.1,0.53,bad
72,202,3.12,0.56,bad
19,125,2.96,0.98,bad
23,130,3.04,0.67,bad
59,188,3.16,0.49,bad
23,100,3.17,0.52,bad
23,109,3.34,0.54,bad
44,214,3.1,0.5,bad
23,111,3.35,0.64,bad
30,220,3.38,0.58,bad
50,208,3.05,0.5,bad
50,212,3.47,0.66,bad
23,111,3.35,0.64,bad
28,195,3.53,0.71,bad
23,106,2.98,0.5,bad
30,220,3.38,0.58,bad
45,204,3.15,0.46,bad
25,98,3.16,0.42,bad
67,207,3.39,0.53,bad
23,118,3.05,0.46,good
53,198,3.26,0.55,bad
28,210,3.56,0.72,bad
17,117,3.36,0.68,bad
28,210,3.56,0.72,bad
17,117,3.36,0.68,bad
32,172,3.27,0.48,bad
70,230,3.14,0.55,bad
32,172,3.27,0.48,bad
70,230,3.14,0.55,bad
61,195,3.22,0.46,bad
50,177,3.23,0.42,bad
60,198,3.21,0.47,bad
63,229,3.11,0.5,bad
48,253,3.02,0.56,bad
9,148,3.17,0.5,bad
29,183,3.17,0.43,bad
34,150,3.13,0.5,bad
29,183,3.17,0.43,bad
36,130,3.48,0.75,bad
49,159,3.14,0.47,bad
13,168,3.17,1.06,bad
32,201,3,0.45,bad
40,219.5,3.15,0.6,bad
32,201,3,0.45,bad
40.5,210,3.15,0.61,bad
40,210,3.15,0.6,bad
21,133,3.43,0.64,bad
19,114,3.36,0.62,bad
61,181,3.45,0.63,bad
38,157,3.28,0.52,bad
38,157,3.28,0.52,bad
35,136,3.38,0.54,good
36,141,3.53,0.56,bad
58,201,3.3,0.67,bad
47,194,3.07,0.58,bad
36,156,3.19,0.54,bad
36,156,3.19,0.54,bad
47,194,3.07,0.58,bad
31,147,3.08,0.52,bad
31,147,3.08,0.52,bad
11,71,2.89,0.49,bad
12,72,2.89,0.48,bad
37,184,3.47,0.58,good
35,124,3.08,0.46,bad
53,161,2.98,0.44,bad
51,159,2.98,0.44,bad
27,128,3.2,0.62,bad
26,77,3.25,0.51,bad
29,118,3.21,0.41,bad
34,176,3.1,0.51,bad
23,174,3.54,0.5,good
12,97,3.13,0.4,bad
20,142,3.11,0.54,bad
17,83,3.32,0.44,good
19,117,3.22,0.53,bad
52,148,3.08,0.49,bad
17,83,3.32,0.44,good
58,215,3.19,0.48,bad
18,143,3.37,0.49,bad
22,113,3.24,0.61,bad
39.5,216.5,3.1,0.5,bad
54,201,3.19,0.48,bad
58,215,3.19,0.48,bad
55,191,3.17,0.49,bad
61,204,3.1,0.55,bad
37,122,3.02,0.45,bad
25,122,2.97,0.51,bad
25,122,2.97,0.51,bad
32,174,3.19,0.44,bad
11,110,3.33,0.76,bad
49,201,3.21,0.43,bad
32,174,3.19,0.44,bad
20,139,3.16,0.5,bad
20,139,3.16,0.5,bad
45,155,3.19,0.48,bad
13,96,3.11,0.4,bad
32,133,3.27,0.48,bad
32,133,3.27,0.48,bad
37,175,3.32,0.49,bad
32,133,3.27,0.48,bad
39,191,3.14,0.52,bad
11,119,3.17,0.47,bad
11,119,3.17,0.47,bad
54,174,3.21,0.43,bad
37,194,3.2,0.63,bad
63,212,3.22,0.48,bad
36,140,3.35,0.47,good
45,178,3.33,0.43,bad
18,134,3.12,0.68,bad
46,203,3.26,0.46,bad
68,215,3.19,0.6,bad
20,67,3.28,0.48,bad
13,145,3.07,0.52,bad
34,148,3.36,0.49,good
15,37,3.02,0.52,good
33,170,3.27,0.64,bad
61,224,3.14,0.56,bad
15,37,3.02,0.52,good
67,216,3.24,0.5,bad
28,174,3.18,0.49,bad
35,138,3.36,0.6,good
32,162,3.17,0.38,good
41,174,3.22,0.41,bad
28,174,3.18,0.49,bad
32,162,3.17,0.38,good
35,138,3.36,0.6,good
29,108,3.27,0.51,bad
27,109,3.38,0.5,bad
26,158,3.24,0.47,bad
57,163,3.38,0.59,bad
8,178,3.16,0.38,bad
8,178,3.16,0.38,bad
53,149,3.21,0.34,bad
19,95,3.17,0.46,good
21,162,3.08,0.5,bad
15,110,3.15,0.42,bad
30,142,3.28,0.44,bad
30,142,3.28,0.44,bad
20,111,3.41,0.5,bad
34,177,3.13,0.47,bad
21,162,3.08,0.5,bad
19.5,166,3.13,0.48,bad
15,110,3.15,0.42,bad
28,117,3.24,0.48,bad
17,159,3.25,0.53,bad
26,175,3.32,0.54,bad
27,128,3.21,0.48,bad
62,209,3.2,0.53,bad
51,188,3.09,0.62,bad
27,128,3.21,0.48,bad
62,209,3.2,0.53,bad
8,110,3.07,0.46,bad
63,146,3.13,0.72,good
67,150,3.14,0.73,good
63,146,3.13,0.72,good
54,170,3,0.53,bad
67,150,3.14,0.73,good
63,146,3.13,0.72,good
17,137,3.2,0.42,bad
11,103,3.06,0.42,bad
36,131,3.08,0.46,bad
11,103,3.06,0.42,bad
17,137,3.2,0.42,bad
28,160,2.95,0.45,bad
59,240,3.13,0.45,bad
17,80,3.15,0.46,good
39,132,3.34,0.46,bad
60,207,3.16,0.49,bad
25,135,3.33,0.59,bad
39,132,3.34,0.46,bad
29,80,3.23,0.36,bad
10,56,3.46,0.45,bad
31,185,3.15,0.49,bad
70,154,3.18,0.52,bad
85,182,3.04,0.44,bad
74,227,3.18,0.5,bad
63,206,3.18,0.5,bad
45,104,3.4,0.56,good
49,106,3.1,0.37,bad
36,174,3.2,0.5,bad
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
19,171,3,0.52,good
15,89,3.22,0.43,bad
19,171,3,0.52,good
25,154,3.2,0.48,bad
47,132,3.34,0.42,bad
24,152,3.46,0.64,good
32,144,3.2,0.55,bad
49,147,3.22,0.38,bad
12,107,3.48,0.88,good
18,167,3.24,0.39,bad
28,208,3.23,0.64,bad
56,115,3.18,0.7,bad
28,208,3.23,0.64,bad
58,185,3.34,0.6,bad
51,132,3.18,0.74,good
64,185,3.31,0.61,bad
56,115,3.18,0.7,bad
37,107,3.31,0.63,good
37,107,3.31,0.63,good
